Firma Adı;Web Sitesi;E-Posta;Detay URL
Portisan Portatif Çelik Iskele Kalıp San. Ve Tic. A. Ş.;http://www.portisan.com.tr;portisan@portisan.com-info@portisan.com;https://www.antalyaosb.org.tr/tr/firma/portisan-portatif-celik-iskele-kalip-san-ve-tic-a-s/211
PP POLİ PLASTİK KOLİ AMBALAJ NAKLİYE TARIM SANAYİ VE TİCARET LTD;http://poliplastikkoli.com/;ozgur@poliplastikkoli.com;https://www.antalyaosb.org.tr/tr/firma/pp-poli-plastik-koli-ambalaj-nakliye-tarim-sanayi-ve-ticaret-ltd/214
Prenses Gıda Sanayi Ve Ticaret Ltd. Şti.;http://www.citello.com;info@citello.com - g.polat@citello.com;https://www.antalyaosb.org.tr/tr/firma/prenses-gida-sanayi-ve-ticaret-ltd-sti/212
PRINCESS SARA İNŞAAT EMLAK TURİZM İTHALAT İHRACAT TİCARET LTD. Ş;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/princess-sara-insaat-emlak-turizm-ithalat-ihracat-ticaret-ltd-s/554
Propak Endüstriyel Kağıt Gıda Hijyen Ürünleri Temizlik Inşaat;http://www.propakendustriyel.com;"propak@propakkimya.com; muhasebe@propakkimya.com";https://www.antalyaosb.org.tr/tr/firma/propak-endustriyel-kagit-gida-hijyen-urunleri-temizlik-insaat/213
PSL ELEKTRONİK SANAYİ VE TİC. A.Ş.;https://www.fiberli.com.tr/;"info@psl.com.tr; psl@psl.com.tr";https://www.antalyaosb.org.tr/tr/firma/psl-elektronik-sanayi-ve-tic-a-s/293
PUSULA AMBALAJ TURİZM SANAYİ VE TİCARET LTD. ŞTİ.;https://pusulaambalaj.com.tr/;muhasebe@pusulaambalaj.com.tr;https://www.antalyaosb.org.tr/tr/firma/pusula-ambalaj-turizm-sanayi-ve-ticaret-ltd-sti/417
Ral Tekstil A. Ş.;http://www.raltekstil.com.tr;raltekstil@raltekstil.com.tr ik@raltekstil.com.tr cesim@raltekstil.com.tr;https://www.antalyaosb.org.tr/tr/firma/ral-tekstil-a-s/215
RANAGRO TARIM KİMYA İNŞ. SAN. VE TİC. A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ranagro-tarim-kimya-ins-san-ve-tic-a-s/555
REGAL MOTOR DIŞ TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/regal-motor-dis-ticaret-ltd-sti/556
Reksanant Reklam Metal Inşaat Sanayi Ve Tic. Ltd. Şti.;http://www.reksanreklam.net;info@reksanreklam.net;https://www.antalyaosb.org.tr/tr/firma/reksanant-reklam-metal-insaat-sanayi-ve-tic-ltd-sti/216
REKSOFT MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/reksoft-makina-sanayi-ve-ticaret-ltd-sti/341
Remim Reform Mimarlık Inş. Pvc Dek. San. Tic. Ltd. Şti.;http://www.remim.com.tr;remim@remim.com.tr, ayhan@remim.com.tr;https://www.antalyaosb.org.tr/tr/firma/remim-reform-mimarlik-ins-pvc-dek-san-tic-ltd-sti/217
RFD OTOMOTİV SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/rfd-otomotiv-sanayi-ve-ticaret-a-s/393
RMA ZYMO LABS KİMYA SANAYİ A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/rma-zymo-labs-kimya-sanayi-a-s/558
ROCK MERMER SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/rock-mermer-sanayi-ve-ticaret-a-s/559
Saint Gobain Weber Yapı Kimyasalları Sanayi Ve Ticaret A. Ş.;http://www.weber.com.tr;adem.celikli@weber.com.tr;https://www.antalyaosb.org.tr/tr/firma/saint-gobain-weber-yapi-kimyasallari-sanayi-ve-ticaret-a-s/220
Saka Perlit Kağıtçılık Plastik Ambalaj Geri Dönüşüm Sanayi Ve;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/saka-perlit-kagitcilik-plastik-ambalaj-geri-donusum-sanayi-ve/221
Samankaya Plas. Gıda San. Tic. Ltd. Şti.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/samankaya-plas-gida-san-tic-ltd-sti/222
Sar-Pet Petrol Pazarlama Ve Nakliyat Ltd Şti.;http://www.sp.com.tr;info@sp.com.tr;https://www.antalyaosb.org.tr/tr/firma/sar-pet-petrol-pazarlama-ve-nakliyat-ltd-sti/223
Saray Kimya Sanayi Pazarlama İnşaat Turizm Ve Tic. Ltd.Şti.;http://www.saraykimya.com.tr;muhasebe@saraykimya.com.tr  info@saraykimya.com.tr;https://www.antalyaosb.org.tr/tr/firma/saray-kimya-sanayi-pazarlama-insaat-turizm-ve-tic-ltd-sti/138
SARIÇELİK İNŞAAT TAAHHÜT TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/saricelik-insaat-taahhut-ticaret-a-s/560
Sartech Yapı Malzemeleri San. Ve Tic. Ltd. Şti.;http://www.foxbau.com;info@foxbau.com;https://www.antalyaosb.org.tr/tr/firma/sartech-yapi-malzemeleri-san-ve-tic-ltd-sti/225
SCALT METAL VE TEKSTİL SANAYİ VE TİC. A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/scalt-metal-ve-tekstil-sanayi-ve-tic-a-s/408
SECEN UNLU MAMULLER TARIM GIDA TURZM İNŞ. TAAHHÜT TİC. SAN.;https://www.secengida.com.tr/;finans@secengida.com.tr;https://www.antalyaosb.org.tr/tr/firma/secen-unlu-mamuller-tarim-gida-turzm-ins-taahhut-tic-san/342
Seçil Bayrak Reklam Tekstil Baskı San. Inş. Tic. Ltd. Şti.;http://www.secilbayrak.com;"mehmet@secilbayrak.com;  secil@secilbayrak.com";https://www.antalyaosb.org.tr/tr/firma/secil-bayrak-reklam-tekstil-baski-san-ins-tic-ltd-sti/226
SEFREEZE GIDA SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sefreeze-gida-sanayi-ve-ticaret-a-s/125
SEG MAKİNE KAĞITÇILIK SANAYİ TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/seg-makine-kagitcilik-sanayi-ticaret-ltd-sti/561
Selçuklu Un Ve Yem San. Tic. A. Ş.;http://www.selcukluunveyem.com;nbselcuk@gmail.com info@selcuklu.eu;https://www.antalyaosb.org.tr/tr/firma/selcuklu-un-ve-yem-san-tic-a-s/227
SEMİKAL TEKNOLOJİ SANAYİ TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/semikal-teknoloji-sanayi-ticaret-a-s/392
SEMİLLAS FİTO TARIM SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/semillas-fito-tarim-sanayi-ve-ticaret-a-s/562
Sencer Akümülatör Imalat Plastik Elektronik Gıda Inşaat Ithal;http://www.soyturkaku.com;"ramazan_soyturk@hotmail.com; info@soyturkaku.com";https://www.antalyaosb.org.tr/tr/firma/sencer-akumulator-imalat-plastik-elektronik-gida-insaat-ithal/228
SENGIL SANAYİ TİCARET İNŞAAT VE TURİZM LTD. ŞTİ.;www.sengil.com.tr;info@sengil.com.tr;https://www.antalyaosb.org.tr/tr/firma/sengil-sanayi-ticaret-insaat-ve-turizm-ltd-sti/343
SER PAK AMBALAJ SANAYİ  VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ser-pak-ambalaj-sanayi-ve-ticaret-a-s/297
SERA PLASTİK SANAYİ VE TİCARET A.Ş.;http://www.seraplastik.com.tr/;sera@seraplastik.com.tr;https://www.antalyaosb.org.tr/tr/firma/sera-plastik-sanayi-ve-ticaret-a-s/151
Seratek Sera Teknolojileri Tarım Inşaat Madencilik Danışmanlı;http://www.seratek.com;vural@seratek.com muhasebe@seratek.com info@seratek.com;https://www.antalyaosb.org.tr/tr/firma/seratek-sera-teknolojileri-tarim-insaat-madencilik-danismanli/229
Serçe Demir San. Mamülleri Tic. Ltd. Şti.;http://www.sercedemir.com;info@sercedemir.com;https://www.antalyaosb.org.tr/tr/firma/serce-demir-san-mamulleri-tic-ltd-sti/230
SERÇEOĞULLARI CAM BALKON SİSTEMLERİ ALÜMİNYUM PVC DOĞRAMA İNŞAAT;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/serceogullari-cam-balkon-sistemleri-aluminyum-pvc-dograma-insaat/563
SERGEN SÜT VE ÜRÜNLERİ GIDA NAKLİYE TURİZM SANAYİ VE TİCARET LTD;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sergen-sut-ve-urunleri-gida-nakliye-turizm-sanayi-ve-ticaret-ltd/418
SESA KİMYA ÜRETİM PAZARLAMA SATIŞ VE TİCARET LTD. ŞTİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sesa-kimya-uretim-pazarlama-satis-ve-ticaret-ltd-sti/564
Seto Sebze Tohumları Gübre Üretim Inş. Tur. Ve San. Tic. A. Ş;http://www.seto.com.tr;seto@seto.com.tr;https://www.antalyaosb.org.tr/tr/firma/seto-sebze-tohumlari-gubre-uretim-ins-tur-ve-san-tic-a-s/231
SEVAY KİMYA LTD. ŞTİ.;http://www.sevaykimya.com.tr;info@sevaykimya.com  sevaykimya@gmail.com;https://www.antalyaosb.org.tr/tr/firma/sevay-kimya-ltd-sti/232
SHARK INSTRUMENTS SANAT ÜRÜNLERİ A.Ş.;https://sharkguitars.com/home;info@sharkguitars.com;https://www.antalyaosb.org.tr/tr/firma/shark-instruments-sanat-urunleri-a-s/398
SİBELLA GIDA SÜT ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sibella-gida-sut-urunleri-san-ve-tic-ltd-sti/565
SİMETRİ MEDİKAL İNŞAAT MALZEMELERİ İNŞAAT EMLAK TURİZM SANAYİ VE;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/simetri-medikal-insaat-malzemeleri-insaat-emlak-turizm-sanayi-ve/566
SİMYA MİMARLIK MÜHENDİSLİK İNŞAAT TAAHHÜT YAPI MALZEMELERİ MOBİL;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/simya-mimarlik-muhendislik-insaat-taahhut-yapi-malzemeleri-mobil/567
SİNANOĞLU MİMARLIK MOBİLYA İNŞ. TUR. SAN. VE TİC. A.Ş.;http://mimarsinanoglu.com/;info@mimarsinanoglu.com;https://www.antalyaosb.org.tr/tr/firma/sinanoglu-mimarlik-mobilya-ins-tur-san-ve-tic-a-s/280
SİSTEM ASANSÖR SANAYİ İNŞAAT TİCARET VE TURİZM LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sistem-asansor-sanayi-insaat-ticaret-ve-turizm-ltd-sti/568
SONER MİMARLIK MÜHENDİSLİK MÜŞAVİRLİK HİZMETLERİ İNŞAAT MOBİLYA;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/soner-mimarlik-muhendislik-musavirlik-hizmetleri-insaat-mobilya/569
SOYTÜRK AKÜ MAL. İMALAT İHRACAT SANAYİ TİC. LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/soyturk-aku-mal-imalat-ihracat-sanayi-tic-ltd-sti/570
SÖVEKENT YAPI MLZ.ENDS.MAK.SAN.TİC.LTD.ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sovekent-yapi-mlz-ends-mak-san-tic-ltd-sti/571
STARFOOD ANTALYA GIDA SAN.TİC.A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/starfood-antalya-gida-san-tic-a-s/572
STM KİMYA TARIM ÜRÜNLERİ SANAYİ VE TİCARET LTD. ŞTİ.;http://stmkimya.com/;info@stmkimya.com;https://www.antalyaosb.org.tr/tr/firma/stm-kimya-tarim-urunleri-sanayi-ve-ticaret-ltd-sti/378
Sude Mimarlık Mühendislik Hizmetleri Ve Inşaat Tic. San. Aş.;http://www.sudemim.com;info@sudemim.com sude@sudegroup.com sude@international.com muhasebe@sudemim.com;https://www.antalyaosb.org.tr/tr/firma/sude-mimarlik-muhendislik-hizmetleri-ve-insaat-tic-san-as/236
Sudem Pastacılık Ürünleri Gıda Tarım Sanayi Ve Ticaret A. Ş.;http://www.sudemgida.com;"tugba@sudemgida.com.tr; songulertunc@sudemgida.com.tr";https://www.antalyaosb.org.tr/tr/firma/sudem-pastacilik-urunleri-gida-tarim-sanayi-ve-ticaret-a-s/237
SUN SEA TURİZM GIDA SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sun-sea-turizm-gida-sanayi-ve-ticaret-a-s/573
SUPAK AMBALAJ SANAYİ VE TİCARET LTD. ŞTİ.;info@toroslastik.com.tr;info@supak.com.tr;https://www.antalyaosb.org.tr/tr/firma/supak-ambalaj-sanayi-ve-ticaret-ltd-sti/351
SÜMBÜLOĞLU DEMİR ÇELİK SAN. VE TİC. A. Ş.;http://www.sumbuloglu.com;info@sumbuloglu.com;https://www.antalyaosb.org.tr/tr/firma/sumbuloglu-demir-celik-san-ve-tic-a-s/238
SÜMBÜLOĞLU MAKİNA SERA PLASTİK DEMİR ÇELİK VE İNŞAAT SANAYİ TİC.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sumbuloglu-makina-sera-plastik-demir-celik-ve-insaat-sanayi-tic/574
SÜMBÜLOĞLU MÜHENDİSLİK MİMARLIK BİLGİSAYAR YAZILIM DEMİR ÇELİK T;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sumbuloglu-muhendislik-mimarlik-bilgisayar-yazilim-demir-celik-t/575
Sütpa Gıda Turizm Inş. Süt Ve Süt Ürünleri Hayvancılık Et Ve;http://www.sutpa.com.tr;bilgi@sutpa.com.tr  finans@sutpa.com.tr;https://www.antalyaosb.org.tr/tr/firma/sutpa-gida-turizm-ins-sut-ve-sut-urunleri-hayvancilik-et-ve/239
Swissgrow Tarım Gıda Amb. San. Tic. Ltd. Şti.;http://www.swissgrow.com;info@swissgrow.com - muhasebe@swissgrow.com - merkez@swissgrow.com;https://www.antalyaosb.org.tr/tr/firma/swissgrow-tarim-gida-amb-san-tic-ltd-sti/240
ŞEMS ALÜMİNYUM PROFİL SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/sems-aluminyum-profil-sanayi-ve-ticaret-ltd-sti/272
ŞOK MARKETLER TİCARET A.Ş.;https://www.sokmarket.com.tr/;kadirgozutok@sokmarket.com.tr;https://www.antalyaosb.org.tr/tr/firma/sok-marketler-ticaret-a-s/359
TALYA ZİRAAT SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/talya-ziraat-sanayi-ve-ticaret-ltd-sti/384
TAMEL AHŞAP SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tamel-ahsap-sanayi-ve-ticaret-a-s/409
TAN İTRİYAT SANAYİ VE TİCARET LTD.ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tan-itriyat-sanayi-ve-ticaret-ltd-sti/576
TARIM KREDİ İMECE PLASTİK A.Ş.;www.imeceplastik.com.tr;imece@imeceplastik.com.tr;https://www.antalyaosb.org.tr/tr/firma/tarim-kredi-imece-plastik-a-s/363
Tasarım Çelik Proje  Imalat Montaj Inşaat San. Tic. Ltd. Şti.;http://www.tasarimcelik.com;info@tasarimcelik.com;https://www.antalyaosb.org.tr/tr/firma/tasarim-celik-proje-imalat-montaj-insaat-san-tic-ltd-sti/242
TDB GRUP MAKİNE DIŞ TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tdb-grup-makine-dis-ticaret-a-s/577
TEKKANAT ELEKTRİK TİCARET VE SANAYİ A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tekkanat-elektrik-ticaret-ve-sanayi-a-s/578
TEKKARBON KİMYA TEKNOLOJİLERİ MEDİKAL ARAŞTIRMA GELİŞTİRME DANIŞ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tekkarbon-kimya-teknolojileri-medikal-arastirma-gelistirme-danis/579
TEMET TEKSTİL TEMİZLİK ÇAMAŞIRHANE HİZMETLERİ A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/temet-tekstil-temizlik-camasirhane-hizmetleri-a-s/580
TNT PLASTİK VE SİLİKON SANAYİ VE TİCARET A.Ş;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tnt-plastik-ve-silikon-sanayi-ve-ticaret-a-s/273
TOPKAPI AKTİF ALKOLLÜ VE ALKOLSÜZ İÇECEK SAN. VE TİC. A.Ş.;http://houseofmixes.com/;info@aai.com.tr;https://www.antalyaosb.org.tr/tr/firma/topkapi-aktif-alkollu-ve-alkolsuz-icecek-san-ve-tic-a-s/381
TOPKAPI İÇECEK DAĞITIM PAZARLAMA A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/topkapi-icecek-dagitim-pazarlama-a-s/382
Topuz Iml. San. Ve Tic. Ltd. Şti.;http://www.topuzltd.com;info@topuzltd.com;https://www.antalyaosb.org.tr/tr/firma/topuz-iml-san-ve-tic-ltd-sti/247
TOROS TARIM SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/toros-tarim-sanayi-ve-ticaret-a-s/581
TR BIOTECH BİYOLOJİK ÇÖZÜMLER A.Ş;https://www.biotechhealthcare.com.tr/;emiremiroglu@tr-biotech.com;https://www.antalyaosb.org.tr/tr/firma/tr-biotech-biyolojik-cozumler-a-s/385
Tre Tasarım Restorasyon Iç Mimarlık Inşaat Turizm Sanayi Tica;http://www.tretasarim.com.tr;"tre@tre.com.tr; mert@tre.com.tr; info@tre.com.tr";https://www.antalyaosb.org.tr/tr/firma/tre-tasarim-restorasyon-ic-mimarlik-insaat-turizm-sanayi-tica/248
TRUVA SERAMİK KOZMETİK TEMİZLİK PAZ. MÜT. NAKLİYAT  SAN VE TİC.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/truva-seramik-kozmetik-temizlik-paz-mut-nakliyat-san-ve-tic/346
TSF ALÜMİNYUM METAL PLASTİK SANAYİ LTD. ŞTİ.;www.tsfplastik.com.tr;"tsfplastik@gmail.com; info@tsfplastik.com.tr; info@trioka.com.tr";https://www.antalyaosb.org.tr/tr/firma/tsf-aluminyum-metal-plastik-sanayi-ltd-sti/249
Tsm Deniz Ürünleri San. Tic. A. Ş.;http://www.sagun.com;marines54@marines.com.tr  antalya@marines.com.tr satıs@sagun.com;https://www.antalyaosb.org.tr/tr/firma/tsm-deniz-urunleri-san-tic-a-s/250
TUGAYHAN MAKİNE METAL SANAYİ TİCARET LTD. ŞTİ.;https://www.tugayhan.com.tr/;info@tugayhan.com.tr;https://www.antalyaosb.org.tr/tr/firma/tugayhan-makine-metal-sanayi-ticaret-ltd-sti/243
TUNA GERİ DÖNÜŞÜM PLASTİK AMBALAJ ATIK NAKLİYE SANAYİ VE TİCARET;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/tuna-geri-donusum-plastik-ambalaj-atik-nakliye-sanayi-ve-ticaret/582
TURKA KUYUMCULUK SANAYİ VE TİCARET LTD. ŞTİ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/turka-kuyumculuk-sanayi-ve-ticaret-ltd-sti/583
Türk Ytong San A. Ş.;http://www.ytong.com.tr;ytong@ytong.com.tr  auysal@ytong.com.tr;https://www.antalyaosb.org.tr/tr/firma/turk-ytong-san-a-s/252
TYT İZOLASYON AMBALAJ İNŞAAT DEKORASYON SANAYİ VE TİCARET A.Ş.;http://www.tyttasarim.com;info@tyttasarim.com;https://www.antalyaosb.org.tr/tr/firma/tyt-izolasyon-ambalaj-insaat-dekorasyon-sanayi-ve-ticaret-a-s/269
Uluçay Isıtma Soğ. Sis. Inş. Tur. San. Ve Tic. Ltd Şti.;http://www.ulucaymetal.com;muhasebe@ulucaymetal.com ramazanulucay@ulucaymetal.com pazarlama@ulucaymetal.com inan@ulucaymetal.com;https://www.antalyaosb.org.tr/tr/firma/ulucay-isitma-sog-sis-ins-tur-san-ve-tic-ltd-sti/253
ULUÇINAR TARIM İLAÇLARI TOHUM GÜBRE PAZARLAMA TİC. VE SAN. LTD.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/ulucinar-tarim-ilaclari-tohum-gubre-pazarlama-tic-ve-san-ltd/587
Uniba Tarım Sanayi Ve Ticaret A. Ş.;http://www.uniba.com.tr;baris@uniba.com.tr info@uniba.com.tr;https://www.antalyaosb.org.tr/tr/firma/uniba-tarim-sanayi-ve-ticaret-a-s/254
UTAŞ SAVUNMA SANAYİ VE TİCARET A.Ş.;www.utasarms.com;skoysuren@utasarms.com;https://www.antalyaosb.org.tr/tr/firma/utas-savunma-sanayi-ve-ticaret-a-s/271
UZUN DOKUMA ve TEKSTİL SANAYİ TİCARET AŞ.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/uzun-dokuma-ve-tekstil-sanayi-ticaret-as/588
Varnet Cam Sera Sistemleri Inşaat Ihracat Ithalat San. Ve Tic;http://www.varnetglasshousesystems.com;muhasebe@varnetgroup.com;https://www.antalyaosb.org.tr/tr/firma/varnet-cam-sera-sistemleri-insaat-ihracat-ithalat-san-ve-tic/256
VERA HOTEL HİZMETLERİ A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/vera-hotel-hizmetleri-a-s/589
VESTEL TİCARET A.Ş. ANTALYA DÖŞEMEALTI ŞUBESİ;https://www.vestel.com.tr/;LojistikGrubu@vestel.com.tr;https://www.antalyaosb.org.tr/tr/firma/vestel-ticaret-a-s-antalya-dosemealti-subesi/372
WAGNER KABLO SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/wagner-kablo-sanayi-ve-ticaret-a-s/591
WAGNER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.;https://www.wagner.com.tr/;hilmi.unsal@wagner.com.tr;https://www.antalyaosb.org.tr/tr/firma/wagner-teknoloji-sanayi-ve-ticaret-a-s/367
Wbt Tarım Ürünleri San. Ve Tic. A. Ş.;http://www.wbttarim.com;atilla@wbttarim.com,  fatma@wbttarim.com;https://www.antalyaosb.org.tr/tr/firma/wbt-tarim-urunleri-san-ve-tic-a-s/257
WİNPERAX CAM BALKON TENTE SİSTEMLERİ ALÜMİNYUM PVC DOĞRAMA İNŞ.;https://www.winperax.com/index.html;info@winperax.com.tr;https://www.antalyaosb.org.tr/tr/firma/winperax-cam-balkon-tente-sistemleri-aluminyum-pvc-dograma-ins/347
XANTAFE CHEMICAL TARIM SANAYİ TİCARET LTD. ŞTİ.;http://xantafe.com/;erol@xantafe.com;https://www.antalyaosb.org.tr/tr/firma/xantafe-chemical-tarim-sanayi-ticaret-ltd-sti/348
XIAMEN TOPUSING CHEMICAL CO TARIM LTD. ŞTİ.;www.eastwaychem.com;"info@eastwaychem.com;  ufuk@eastwaychem.com";https://www.antalyaosb.org.tr/tr/firma/xiamen-topusing-chemical-co-tarim-ltd-sti/423
XPACKPRİNTİNG OFSET OLUKLU MUKAVVA KAĞIT SANAYİ VE TİCARET A.Ş.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/xpackprinting-ofset-oluklu-mukavva-kagit-sanayi-ve-ticaret-a-s/592
YAMAN CAM SANAYİ TARIM ÜRÜNLERİ VE ÖZEL EĞİTİM KURUMLARI TİC. LT;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/yaman-cam-sanayi-tarim-urunleri-ve-ozel-egitim-kurumlari-tic-lt/197
YAPSAY İNŞAAT MERMER MADENCİLİK TÜTÜN VE MAMÜLLERİ SANAYİ;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/yapsay-insaat-mermer-madencilik-tutun-ve-mamulleri-sanayi/594
YAŞATAN MATBAACILIK İÇ KUTU VE KOLİ ÜRETİM İTHALAT İHRACAT SANAY;https://www.yasatan.com.tr;info@yasatan.com.tr;https://www.antalyaosb.org.tr/tr/firma/yasatan-matbaacilik-ic-kutu-ve-koli-uretim-ithalat-ihracat-sanay/410
YEKTAŞ TEKSTİL İNAŞAAT TURİZM TARIM HAYVANLICLIK  SANAYİ VE TİC.;;antalyaosb@antalyaosb.org.tr;https://www.antalyaosb.org.tr/tr/firma/yektas-tekstil-inasaat-turizm-tarim-hayvanliclik-sanayi-ve-tic/595
Yeni Mağazacılık A. Ş.;http://www.a101.com.tr/iletisim;"semra.metin@a101.com.tr; 9936snt@a101.com";https://www.antalyaosb.org.tr/tr/firma/yeni-magazacilik-a-s/261
Yg Proje Uygulama Mimarlık Mühendislik Tasarım Inşaat Turizm;http://www.ygmimarlikmobilya.com;"ygprojemimarlik@hotmail.com;  muhasebe@ateppano.com";https://www.antalyaosb.org.tr/tr/firma/yg-proje-uygulama-mimarlik-muhendislik-tasarim-insaat-turizm/262
YHM Tasarım Tekstil Turizm Hizmet Ve Pazarlama A.Ş;http://www.beyazzlaundry.com;info@beyazzlaundry.com, muhasebe@beyazzlaundr;https://www.antalyaosb.org.tr/tr/firma/yhm-tasarim-tekstil-turizm-hizmet-ve-pazarlama-a-s/255
YILDIRIM MOBİLYA MALZEMELERİ VE ELEKTRİKLİ EV ALETLERİ HIRDAVAT;www.myorder.com.tr;info@myo.com.tr;https://www.antalyaosb.org.tr/tr/firma/yildirim-mobilya-malzemeleri-ve-elektrikli-ev-aletleri-hirdavat/349
Yıldırım Tel San. Tic. Ltd. Şti.;http://www.temizkan.com;mustafa@temizkan.com-info@yildirimtel.com.tr;https://www.antalyaosb.org.tr/tr/firma/yildirim-tel-san-tic-ltd-sti/263
Yol Makina Ve Yapı Sanayi Mümessillik Iç Ve Dış Ticaret Ve Ta;http://www.yolmakina.com;info@yolmakina.com  engin.ozyolcu@yolmakina.com erdal.ozyolcu@yolmakina.com;https://www.antalyaosb.org.tr/tr/firma/yol-makina-ve-yapi-sanayi-mumessillik-ic-ve-dis-ticaret-ve-ta/264
