Firma Adı;Sektör;Detay URL
SEY-TEKS SEYHAN TEKSTİL SAN VE TİC. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/sey-teks-seyhan-tekstil-san-ve-tic-a-s/
SGA TEKSTİL TİCARET PAZARLAMA LİMİTED ŞİRKETİ;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/sga-tekstil-ticaret-pazarlama-limited-sirketi/
SHAMLAN TOBACCO TÜTÜN MAMULLERİ SAN. VE TİC. A. Ş.;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/shamlan-tobacco-tutun-mamulleri-san-ve-tic-a-s/
SİKA MBCC TURKEY YAPI KİMYASALLARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ ADANA ŞUBESİ;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/sika-mbcc-turkey-yapi-kimyasallari-sanayi-ve-ticaret-limited-sirketi-adana-subesi/
SİMGE KARTON KUTU İMALATI AMB. GEREÇLERİ GIDA TEKS. SAN. VE TİC. LTD. ŞTİ.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/simge-karton-kutu-imalati-amb-gerecleri-gida-teks-san-ve-tic-ltd-sti/
SİMGETEK İMALAT VE MÜHENDİSLİK A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/simgetek-imalat-ve-muhendislik-a-s/
SİNANATLAS PLASTİK SAN. TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/sinanatlas-plastik-san-tic-ltd-sti/
SİSTEM MOBİLYA DOĞ.DEK.SAN.İNŞ.TEKS.TİC. A.Ş.;Mobilya İmalatı;https://adanaorganize.org.tr/firma/sistem-mobilya-dog-dek-san-ins-teks-tic-a-s/
SİVTEKS TEKS.TİC.VE SAN.A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/sivteks-teks-tic-ve-san-a-s/
SOMTECH ENDÜSTRİYEL TESİS İML. MON. SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/somtech-endustriyel-tesis-iml-mon-san-ve-tic-ltd-sti/
Soudal Yapı Kimyasalları San. ve Tic. A. Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/soudal-yapi-kimyasallari-san-ve-tic-a-s/
SÖNMEZLER PETROLCÜLÜK TAŞ. SAN. VE TİC. A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/sonmezler-petrolculuk-tas-san-ve-tic-a-s-2/
SP ENERJİ ELEKTRİK ÜRETİM LİMİTED ŞİRKETİ;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/sp-enerji-elektrik-uretim-limited-sirketi/
STARKON GIDA TARIM SAN. VE TİC. A.Ş.;İçeceklerin İmalatı;https://adanaorganize.org.tr/firma/starkon-gida-tarim-san-ve-tic-a-s/
STP PETROL İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;Diğer İmalatlar;https://adanaorganize.org.tr/firma/stp-petrol-insaat-sanayi-ve-ticaret-anonim-sirketi/
Strong Enerji San. ve Tic. Ltd. Şti.;Kok Kömürü ve Rafine Edilmiş Petrol Ürünleri İmalatı;https://adanaorganize.org.tr/firma/strong-enerji-san-ve-tic-ltd-sti/
SUFFA KURUYEMİŞ GIDA İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/suffa-kuruyemis-gida-ithalat-ihracat-sanayi-ve-ticaret-limited-sirketi/
Sumi Agro Turkey Tarım İlaçları San. ve Tic. A.Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/sumi-agro-turkey-tarim-ilaclari-san-ve-tic-a-s/
SÜMBÜL ÇELİK KONSTRÜKSİYON MAKİNA İMALAT MONTAJ İNŞ. SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/sumbul-celik-konstruksiyon-makina-imalat-montaj-ins-san-ve-tic-ltd-sti/
Şal Hafriyat Nakliyat İnşaat Sanayi ve Ticaret Limited Şirketi;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/sal-hafriyat-nakliyat-insaat-sanayi-ve-ticaret-limited-sirketi/
Şalt Elektrik İnş. İth. İhr. San. ve Tic. Ltd. Şti.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/salt-elektrik-ins-ith-ihr-san-ve-tic-ltd-sti-2/
ŞENPİLİÇ GIDA SANAYİ ANONİM ŞİRKETİ;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/senpilic-gida-sanayi-anonim-sirketi/
ŞİPAL MOB. GIDA VE TAR.ÜRN.SAN.TİC.LTD.ŞTİ.;Mobilya İmalatı;https://adanaorganize.org.tr/firma/sipal-mob-gida-ve-tar-urn-san-tic-ltd-sti/
TADIM SEBZE MEYVE İŞL.VE KONS.SAN.TİC.A.Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tadim-sebze-meyve-isl-ve-kons-san-tic-a-s/
TAT NİŞASTA SAN.VE TİC. A.Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tat-nisasta-san-ve-tic-a-s/
Tatşen Pazarlama Gıda San.Ve Tic. Ltd. Şti.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tatsen-pazarlama-gida-san-ve-tic-ltd-sti/
Taymak Sis. Mod. Mak. İml. Dök. San. Tic. Ltd. Şti.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/taymak-sis-mod-mak-iml-dok-san-tic-ltd-sti/
TECHFOR BİLİŞİM TEKNOLOJİLERİ A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/techfor-bilisim-teknolojileri-a-s/
TEKİNSAN MAKİNE İMALAT MON. İNŞ. ELEK. TEM. TURZ. TAAH. TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tekinsan-makine-imalat-mon-ins-elek-tem-turz-taah-tic-ltd-sti/
TEKNİK BAĞLANTI ELEMANLARI SAN.VE TİC. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/teknik-baglanti-elemanlari-san-ve-tic-a-s/
TEKNİK METAL ENDÜSTRİ MALZ.TİC.VE SAN. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/teknik-metal-endustri-malz-tic-ve-san-a-s/
Teknika Teknik Taah. Mak. İnş. Bilg. San. ve Tic. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/teknika-teknik-taah-mak-ins-bilg-san-ve-tic-a-s/
TEKNOPAK MİKRODALGA KUTU AMB. SAN. VE TİC.A.Ş.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/teknopak-mikrodalga-kutu-amb-san-ve-tic-a-s/
TEMA FİDE BİYOGAZ TARIM GIDA HAYVANCILIK SAN. VE TİC. A.Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/tema-fide-biyogaz-tarim-gida-hayvancilik-san-ve-tic-a-s/
TEMİZ-İŞ TENEKE AMB.SAN.VE TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/temiz-is-teneke-amb-san-ve-tic-ltd-sti/
TERMA YAPI KİMYASALARI DEK.İNŞ.SAN.VE TİC.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/terma-yapi-kimyasalari-dek-ins-san-ve-tic-ltd-sti/
TEZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SAN. VE TİC. A. Ş.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tez-tarim-urunleri-lisansli-depoculuk-san-ve-tic-a-s/
Tezcanlar Yatırım A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/tezcanlar-yatirim-a-s/
TEZKİM TAR.KİM.İNŞ.SAN.VE TİC. A.Ş.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/tezkim-tar-kim-ins-san-ve-tic-a-s/
TG MUTFAK EŞYALARI SAN. VE TİC. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tg-mutfak-esyalari-san-ve-tic-a-s/
TİFTİK MADENCİLİK NAKLİYE İNŞ.MAKİNA PETROL VE KİMYEVİ ÜRN.SAN. VE TİC.LTD.ŞTİ.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/tiftik-madencilik-nakliye-ins-makina-petrol-ve-kimyevi-urn-san-ve-tic-ltd-sti/
Tork Petrokimya Sanayi ve Ticaret Limited Şirketi;Kok Kömürü ve Rafine Edilmiş Petrol Ürünleri İmalatı;https://adanaorganize.org.tr/firma/tork-petrokimya-sanayi-ve-ticaret-limited-sirketi/
TOROS KUMAŞ APRE BOYA SAN.VE TİC.LTD.ŞTİ.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/toros-kumas-apre-boya-san-ve-tic-ltd-sti/
TOROS YAPISAL ÇELİK İMALAT SAN. VE TİC. A. Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/toros-yapisal-celik-imalat-san-ve-tic-a-s/
TOWSAN KAĞIT SANAYİ TİCARET LİMİTED ŞİRKETİ;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/towsan-kagit-sanayi-ticaret-limited-sirketi/
TOYAS TEKNİK MAKİNA SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/toyas-teknik-makina-san-ve-tic-ltd-sti/
TUSEM PLASTİK AMBALAJ SAN. VE TİC. LTD. ŞTİ.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/tusem-plastik-ambalaj-san-ve-tic-ltd-sti/
TÜR VAR GROUP AMBALAJ MAKİNA SAN. VE TİC. LTD. ŞTİ.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/tur-var-group-ambalaj-makina-san-ve-tic-ltd-sti/
TÜRKAY FOOD GIDA SAN. VE TİC. LTD. ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/turkay-food-gida-san-ve-tic-ltd-sti/
Türkiye Halk Bankası A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/turkiye-halk-bankasi-a-s/
TÜRKİYE İŞ BANKASI A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/turkiye-is-bankasi-a-s/
TÜRKİYE VAKIFLAR BANKASI T.A.O.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/turkiye-vakiflar-bankasi-t-a-o/
ULAŞ DÖKÜM VE VANA SANAYİ TİCARET LİMİTED ŞİRKETİ;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/ulas-dokum-ve-vana-sanayi-ticaret-limited-sirketi/
ULAŞ PAMUK SAN.VE TİC. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/ulas-pamuk-san-ve-tic-a-s/
ULUSOY TEKSTİL SAN.VE TİC. A.Ş.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/ulusoy-tekstil-san-ve-tic-a-s/
UR-SA PLASTİK AMBALAJ VE TEKSTİL A.Ş.;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/ur-sa-plastik-ambalaj-ve-tekstil-a-s/
Uygunsoy Malzemecilik Mob. Aks. Teks. Day. Tük. Mal. San. ve Tic. Ltd. Şti.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/uygunsoy-malzemecilik-mob-aks-teks-day-tuk-mal-san-ve-tic-ltd-sti/
ÜN-HAK METAL MUTFAK GER.GIDA TEKS. KUYUMC. PLAS.SAN.VE TİC.LTD.ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/un-hak-metal-mutfak-ger-gida-teks-kuyumc-plas-san-ve-tic-ltd-sti/
ÜNVEREN HAVA SİS. SAN. VE TİC. A.Ş.;Başka Yerde Sınıflandırılmamış Makina ve Ekipman İmalatı;https://adanaorganize.org.tr/firma/unveren-hava-sis-san-ve-tic-a-s/
Vdexport İç ve Dış Ticaret Anonim Şirketi;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/vdexport-ic-ve-dis-ticaret-anonim-sirketi/
Vera Kumaşçılık Otomotiv İnş. Bilişim Hiz. San. ve Tic. Ltd. Şti.;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/vera-kumascilik-otomotiv-ins-bilisim-hiz-san-ve-tic-ltd-sti/
VTN TOBACCO SİGARA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;Tütün Ürünleri İmalatı;https://adanaorganize.org.tr/firma/vtn-tobacco-sigara-sanayi-ve-ticaret-limited-sirketi/
VURAL PLASTİK VE AMBALAJ SANAYİ VE TİCARET PAZARLAMA İTHALAT VE İHRACAT ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/vural-plastik-ve-ambalaj-sanayi-ve-ticaret-pazarlama-ithalat-ve-ihracat-anonim-sirketi/
Wünter Klima Gazları İnşaat San. Tic. Ltd. Şti.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/wunter-klima-gazlari-insaat-san-tic-ltd-sti/
YAMAÇ MAKİNA İML.VE İNŞ.PAZ.TİC.LTD.ŞTİ.;Gıda Ürünleri İmalatı;https://adanaorganize.org.tr/firma/yamac-makina-iml-ve-ins-paz-tic-ltd-sti/
YAVUZ TEKNİK PASLANMAZ ÇELİK TESİSAT  MALZEMELERİ SAN. VE TİC. LTD. ŞTİ.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/yavuz-teknik-paslanmaz-celik-tesisat-malzemeleri-san-ve-tic-ltd-sti/
YENİ MAĞAZACILIK A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/yeni-magazacilik-a-s/
YENİGÜN ORMAN ÜRN.VE KAĞ.SAN.VE TİC.LTD.ŞTİ.;Kağıt ve Kağıt Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/yenigun-orman-urn-ve-kag-san-ve-tic-ltd-sti/
YIL-KİM KİMYA TİNER SAN.LTD.ŞTİ.;Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/yil-kim-kimya-tiner-san-ltd-sti/
YILPACK AMBALAJ SANAYİ VE TİCARET ANONİM ŞİRKETİ;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/yilpack-ambalaj-sanayi-ve-ticaret-anonim-sirketi/
Yılsan Plastik Ambalaj Sanayi ve Ticaret Anonim Şirketi;Kauçuk ve Plastik Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/yilsan-plastik-ambalaj-sanayi-ve-ticaret-anonim-sirketi-2/
Yonpaş Orman Ürünleri San. Tic. A.Ş.;Ağaç, Ağaç Ürünleri ve Mantar Ürünleri İmalatı;https://adanaorganize.org.tr/firma/yonpas-orman-urunleri-san-tic-a-s/
Yörüksan Lojistik Nakliyat İnşaat Gıda Tarım Ürün. Röm. San. Tic. Ltd. Şti.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/yoruksan-lojistik-nakliyat-insaat-gida-tarim-urun-rom-san-tic-ltd-sti/
YURTBAY SERAMİK SAN. TİC. A.Ş.;Diğer Metalik Olmayan Mineral Ürünlerin İmalatı, Kimyasalların ve Kimyasal Ürünlerin İmalatı;https://adanaorganize.org.tr/firma/yurtbay-seramik-san-tic-a-s/
YZD ELEKTRİK İNŞ.TİC.VE SAN.LTD.ŞTİ.;Elektrikli Teçhizat İmalatı;https://adanaorganize.org.tr/firma/yzd-elektrik-ins-tic-ve-san-ltd-sti/
ZA METAL KUTU AMBALAJ SAN.VE TİC.A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/za-metal-kutu-ambalaj-san-ve-tic-a-s/
ZAHİT ALÜMİNYUM SAN. VE TİC. A.Ş.;Fabrikasyon Metal Ürünleri İmalatı;https://adanaorganize.org.tr/firma/zahit-aluminyum-san-ve-tic-a-s/
ZEKİ MNF TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;Tekstil Ürünlerinin İmalatı;https://adanaorganize.org.tr/firma/zeki-mnf-tekstil-sanayi-ve-ticaret-limited-sirketi/
ZİRAAT BANKASI A.Ş.;Diğer İmalatlar;https://adanaorganize.org.tr/firma/ziraat-bankasi-a-s/
