OSB;FirmaAdi;WebSitesi;Domain;Email
"Başkent Ankara OSB";"IŞIK VİNÇ ELEKTROMEKANİK MÜHENDİSLİK A.Ş.";"https://www.isikmuh.com.tr";"isikmuh.com.tr";""
"Başkent Ankara OSB";"İKS GRUP ENDÜSTRİ OTOMOTİV TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"İLBE MİNERAL PETROL ÜRÜNLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.ilbemineral.com";"ilbemineral.com";""
"Başkent Ankara OSB";"İLHAN DANIŞMANLIK MAKİNA PLASTİK PETROL İNŞAAT GIDA TEMİZLİK VE TİCARET LTD. ŞTİ. BAŞKENT OSB ŞUBESİ";"";"";""
"Başkent Ankara OSB";"İMERSAN YAPI SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"İMKON İMALAT MONTAJ İNŞAAT SANAYİ TİCARET A.Ş.";"https://www.imkon.com.tr";"imkon.com.tr";""
"Başkent Ankara OSB";"İMTES İMALAT TEKNOLOJİSİ SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.imtes.com.tr";"imtes.com.tr";""
"Başkent Ankara OSB";"İNOVA DERİ TEKSTİL SANAYİ VE TİCARET A.Ş.";"https://www.maxeopro.com";"maxeopro.com";""
"Başkent Ankara OSB";"İNOVASAN İNOVASYON SAVUNMA ARGE SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.inovasan.info";"inovasan.info";""
"Başkent Ankara OSB";"İNOVAT MÜHENDİSLİK SANAYİ TİCARET A.Ş.";"https://www.inovat.com.tr";"inovat.com.tr";""
"Başkent Ankara OSB";"İPEK SAVUNMA SANAYİ LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"İST MİCRO SENSÖR TEKNOLOJİLERİ A.Ş";"";"";""
"Başkent Ankara OSB";"JEAN MÜLLER ELEKTRİK SANAYİ VE TİCARET A.Ş.";"https://www.jeanmuller.com.tr";"jeanmuller.com.tr";""
"Başkent Ankara OSB";"KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.";"https://www.kalyongrup.com";"kalyongrup.com";""
"Başkent Ankara OSB";"KAM ANKARA BETON SANAYİ A.Ş.";"https://www.kam.com.tr";"kam.com.tr";""
"Başkent Ankara OSB";"KANT PROJE ELEKTRİK ENERJİ İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.kantenerji.com";"kantenerji.com";""
"Başkent Ankara OSB";"KARACAN YERİŞ VE ORTAĞI BÜLENT ŞİMŞEK";"";"";""
"Başkent Ankara OSB";"KARBONİK ISITMA MÜHENDİSLİK ARAŞTIRMA GELİŞTİRME VE ÜRETİM A.Ş.";"https://www.karbonik.com.tr";"karbonik.com.tr";""
"Başkent Ankara OSB";"KAROSET ARAÇ ÜSTÜ EKİPMAN VE OTOMOTİV TEKNOLOJİLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.karoset.com.tr";"karoset.com.tr";""
"Başkent Ankara OSB";"KARTALLAR GRUP ELEKTRİK OTOMOTİV İNŞAAT TAŞIMACILIK MEDİKAL SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.kartallargrup.com";"kartallargrup.com";""
"Başkent Ankara OSB";"KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.";"https://www.katmerciler.com.tr";"katmerciler.com.tr";""
"Başkent Ankara OSB";"KAYMAKÇILAR DÖKÜM VE SANAYİ A.Ş.";"https://www.kaymakcilar.com.tr";"kaymakcilar.com.tr";""
"Başkent Ankara OSB";"KEMİPAZ ENDÜSTRİ SANAYİ VE TİCARET A.Ş.";"https://www.kemipaz.com.tr";"kemipaz.com.tr";""
"Başkent Ankara OSB";"KEY NDT TEST HİZMETLERİ DANIŞMANLIK LTD. ŞTİ.";"https://www.keyndt.com.tr";"keyndt.com.tr";""
"Başkent Ankara OSB";"KOCHENDÖRFER HYDRO ELEKTROMEKANİK SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"KODSAN ISI TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.";"http://kodsan.com.tr/";"kodsan.com.tr";""
"Başkent Ankara OSB";"KORTEK YAZILIM VE GÜVENLİK SİSTEMLERİ SANAY İ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"KORUCU MAKİNA ELEKTRİK İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş. MALIKÖY BAŞKENT OSB ŞUBESİ";"https://www.korucu.com.tr";"korucu.com.tr";""
"Başkent Ankara OSB";"KÖMÜR İŞLETMELERİ A.Ş.";"https://www.kiaskomur.com.tr";"kiaskomur.com.tr";""
"Başkent Ankara OSB";"KSE FS ANTENSAN ELEKTRİK ELEKTRONİK MÜHENDİSLİK İNŞAAT MAKİNA SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"KSE MAKİNE İMALAT SANAYİ TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"KURUSAN GIDA A.Ş.";"";"";""
"Başkent Ankara OSB";"KUZEY HORTUM HİDROLİK PNÖMATİK SANAYİ TİCARET LTD.ŞTİ.";"https://www.kuzeyhortum.com.tr";"kuzeyhortum.com.tr";""
"Başkent Ankara OSB";"LADA CATERİNG RESTORAN TEMİZLİK İLAÇLAMA VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"LİCHTGİTTER IZGARA SAN.VE TİC. A.Ş";"https://www.lichtgitter.com.tr";"lichtgitter.com.tr";""
"Başkent Ankara OSB";"LİDER KURUYEMİŞ VE GIDA MADDELERİ SANAYİ TİCARET A.Ş.";"https://www.liderkuruyemis.com";"liderkuruyemis.com";""
"Başkent Ankara OSB";"LİMİT BASIM YAYIN EĞİTİM ÖĞRETİM SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"LİNDE GAZ A.Ş.";"https://www.lindegaz.com.tr";"lindegaz.com.tr";""
"Başkent Ankara OSB";"LMZ ELEKTROMEKANİK SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.lmz.com.tr/";"lmz.com.tr";""
"Başkent Ankara OSB";"MAJORİTY POLİMER PETROKİMYA SANAYİ TİCARET ANONİM ŞİRKETİ";"https://www.majoritypolymers.com";"majoritypolymers.com";""
"Başkent Ankara OSB";"MAKPARSAN OTOMOTİV SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"MANA HAVACILIK EĞİTİM VE TEKNOLOJİ GELİŞTİRME TİCARET A.Ş.";"https://www.manahavacilik.com";"manahavacilik.com";""
"Başkent Ankara OSB";"MANYET MANYETİK TUTUCULAR SAN.TİC.LTD.ŞTİ.";"https://www.manyet.com";"manyet.com";""
"Başkent Ankara OSB";"MAPA PETROL ÜRÜNLERİ TİCARET VE SANAYİ A.Ş.";"https://www.mapapetrol.com.tr; www.mapatedarik.com";"mapapetrol.com.tr; www.mapatedarik.com";""
"Başkent Ankara OSB";"MATRİS ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.matriscelik.com";"matriscelik.com";""
"Başkent Ankara OSB";"MAXİŞ İMALAT İNŞAAT VE SANAYİ TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"ME-AL ORGANİZASYON MATBAACILIK YAYINCILIK REKLAM TURİZM AMBALAJ LOJİSTİK SAN.TİC.LTD.ŞTİ.";"https://www.pioluklu.com";"pioluklu.com";""
"Başkent Ankara OSB";"MEDA MÜHENDİSLİK İNŞAAT SANAYİ TİCARET LTD. ŞTİ.";"https://www.medamuhendislik.com.tr";"medamuhendislik.com.tr";""
"Başkent Ankara OSB";"MEDNAS MEDİKAL A.Ş.";"";"";""
"Başkent Ankara OSB";"MEDSTER TIBBİ CİHAZ VE SAĞLIK HİZMETLERİ LTD. ŞTİ.";"http://www.medster.com.tr";"medster.com.tr";""
"Başkent Ankara OSB";"MEFASAN SAVUNMA SİSTEMLERİ A.Ş.";"https://www.mefasan.com.tr/";"mefasan.com.tr";""
"Başkent Ankara OSB";"MEGA ENDÜSTRİ KONTROL SİSTEMLERİ TİCARET LTD. ŞTİ.";"https://www.megaendustri.com.tr";"megaendustri.com.tr";""
"Başkent Ankara OSB";"MEGİS ELEKTRONİK SİSTEMLERİ SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.";"https://www.mekaglobal.com.";"mekaglobal.com.";""
"Başkent Ankara OSB";"MEKRA LANG OTOMOTİV YAN SANAYİ A.Ş.";"https://www.mekra-turkey.com";"mekra-turkey.com";""
"Başkent Ankara OSB";"MEKSER YAPI İNŞAAT MÜHENDİSLİK SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.mekblue.com";"mekblue.com";""
"Başkent Ankara OSB";"MENA ENDÜSTRİYEL TARTI SİSTEMLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.wei.com.tr";"wei.com.tr";""
"Başkent Ankara OSB";"MERİÇ GRUP ÇELİK İSKELE İMLALAT MAKİNE İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.meric-groupe.tr";"meric-groupe.tr";""
"Başkent Ankara OSB";"MERİH ASANSÖR SANAYİ VE TİCARET A.Ş";"https://www.merihasansor.com/";"merihasansor.com";""
"Başkent Ankara OSB";"MERSAN METAL SANAYİ İNŞAAT DIŞ TİCARET A.Ş.";"https://www.mersanmetal.com.tr";"mersanmetal.com.tr";""
"Başkent Ankara OSB";"METÇEL METAL ÇELİK EŞYA SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"MGM İMALAT METAL DÖKÜM SANAYİ VE TİCARET A.Ş.";"";"";""
"Başkent Ankara OSB";"MİLMAST YÜKSELTME SİSTEMLERİ A.Ş.";"http://www.milmast.com.tr";"milmast.com.tr";""
"Başkent Ankara OSB";"MİLPES ELEKTRONİK ENERJİ SANAYİ VE TİCARET A.Ş.";"https://www.milpes.com";"milpes.com";""
"Başkent Ankara OSB";"MİLSPEC MÜHENDİSLİK MAKİNE OTOMASYON A.Ş.";"";"";""
"Başkent Ankara OSB";"MİNERVA ENGINEERING MÜHENDİSLİK A.Ş.";"https://minervamuhendislik.com.tr";"minervamuhendislik.com.tr";""
"Başkent Ankara OSB";"MİTHRA MAKİNA SANAYİ VE TİCARET. LTD. ŞTİ.";"https://www.mithramakina.com/";"mithramakina.com";""
"Başkent Ankara OSB";"MOREN GRANİT MERMER İNŞAAT PROJE TAAHHÜT TİCARET LTD. ŞTİ.";"https://www.moren.com.tr";"moren.com.tr";""
"Başkent Ankara OSB";"MOROVA REKLAMCILIK SANAYİ VE TİCARET A.Ş.";"https://www.morovareklam.com.tr";"morovareklam.com.tr";""
"Başkent Ankara OSB";"MS SPEKTRAL SAVUNMA SANAYİ A.Ş.";"https://www.msspektral.com";"msspektral.com";""
"Başkent Ankara OSB";"MS SPEKTRAL SAVUNMA SANAYİ A.Ş. BAŞKENT OSB 2 ŞUBESİ";"https://msspectral.tech";"msspectral.tech";""
"Başkent Ankara OSB";"MSKT GROUP GIDA DIŞ TİCARET LTD. ŞTİ.";"https://www.kuruyemisonline.com";"kuruyemisonline.com";""
"Başkent Ankara OSB";"MTF PROKON METAL İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB ŞUBE";"";"";""
"Başkent Ankara OSB";"MUSA ARAS ENERJİ A.Ş.";"https://www.arasenerji.com";"arasenerji.com";""
"Başkent Ankara OSB";"MUTAŞ CİVATA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.mutascivata.com.tr";"mutascivata.com.tr";""
"Başkent Ankara OSB";"MUTAY ENERJİ SİSTEMLERİ SANAYİ TİCARET LTD. ŞTİ.";"https://www.mutay.com.tr";"mutay.com.tr";""
"Başkent Ankara OSB";"MYA ELEKTRONİK LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"MYLASER MEKANİK ELEKTRONİK OPTİK VE MEDİKAL SİSTEMLERİ A.Ş";"";"";""
"Başkent Ankara OSB";"NA-ME ENDÜSTRİ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.";"https://na-me.com.tr/";"na-me.com.tr";""
"Başkent Ankara OSB";"NASE TEMSİLCİLİK TAAHHÜT İTHALAT İHRACAT PAZARLAMA SANAYİ VE TİCARET LTD.ŞTİ.";"http://www.nase.com.tr/";"nase.com.tr";""
"Başkent Ankara OSB";"NAZ TOHUMCULUK TARIMSAL ÜRETİM HAYVANCILIK SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"NEOPLANT MÜHENDİSLİK A.Ş.";"https://www.neoplant.com.tr";"neoplant.com.tr";""
"Başkent Ankara OSB";"NESİM YAPI KİMYASALLARI SANAYİ TİCARET LTD. ŞTİ.";"https://www.nescoat.com/";"nescoat.com";""
"Başkent Ankara OSB";"NET ANKARA İŞ SAĞLIĞI VE GÜVENLİĞİ DANIŞMANLIK TİCARET LTD.ŞTİ.";"https://www.netankaraosgb.com.tr";"netankaraosgb.com.tr";""
"Başkent Ankara OSB";"NEZİHİ MAKİNA ASFALT İMALAT İNŞAAT TAAH. PETROL TURİZM İTH. İHR. PAZ. SAN. VE TİC. LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"NİDEC NORTH ELEVATOR ASANSÖR VE SERVİS SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"NORBO SAVUNMA SANAYİ VE DIŞ TİCARET LTD. ŞTİ. BAŞKENT OSB ŞUBESİ";"https://norbo.com.tr/";"norbo.com.tr";""
"Başkent Ankara OSB";"NOVA GRUP YEMEK GIDA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.novayemek.com";"novayemek.com";""
"Başkent Ankara OSB";"NOVATEK KOMPOZİT SANAYİ VE TİCARET A.Ş.";"https://www.novatechcomposites.com";"novatechcomposites.com";""
"Başkent Ankara OSB";"NÖTRON SAVUNMA SANAYİ TEKNOLOJİLERİ VE ENDÜSTRİYEL ELEKTRİK ELEKTRONİK TİCARET LTD. ŞTİ.";"https://www.notron.com.tr";"notron.com.tr";""
"Başkent Ankara OSB";"NP PANEL TEKNOLOJİLERİ İZOLASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"https://www.nppanel.com";"nppanel.com";""
"Başkent Ankara OSB";"NRG GROUP PELET İÇ VE DIŞ TİCARET A.Ş.";"https://www.nrggrouptr.com";"nrggrouptr.com";""
"Başkent Ankara OSB";"NURİŞ PREFABRİK YAPI İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.nurisprefabrik.com.tr";"nurisprefabrik.com.tr";""
"Başkent Ankara OSB";"OFİSORGANİZE KIRTASİYE BİLGİSAYAR BASIM GIDA TEMİZLİK İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.ofisostim.com";"ofisostim.com";""
"Başkent Ankara OSB";"OM PROCESS MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.";"https://www.omprocess.com";"omprocess.com";""
"Başkent Ankara OSB";"OMAR ASANSÖR HİDROLİK SİSTEMLERİ SANAYİ VE TİCARET LTD.ŞTİ.";"http://omarliftturk.com/";"omarliftturk.com";""
"Başkent Ankara OSB";"ONTECH PULTRÜZYON KOMPOZİT TEKNOLOJİLERİ İNŞAAT TAAHHÜT İMALAT İTHALAT İHRACAT TİCARET VE LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"OPAK MADENCİLİK SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.opakmadencilik.com";"opakmadencilik.com";""
"Başkent Ankara OSB";"OPTİMA ELEKTRO HİDROLİK ÇEVRE TEKNOLOJİLERİ MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.optimatechnic.com";"optimatechnic.com";""
"Başkent Ankara OSB";"OPTİMA ELEKTRO HİDROLİK ÇEVRE TEKNOLOJİLERİ MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.SİNCAN ŞUBESİ";"https://www.optimatechnic.com";"optimatechnic.com";""
"Başkent Ankara OSB";"OPTİMA MÜHENDİSLİK A.Ş.";"https://www.optima.tc";"optima.tc";""
"Başkent Ankara OSB";"ORDEM ELEKTRONİK MÜHENDİSLİK MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ORDUMAK DEMİR ÇELİK A.Ş.";"https://www.ordumak.com.tr";"ordumak.com.tr";""
"Başkent Ankara OSB";"ORGANUCA GIDA A.Ş.";"https://www.organuca.com";"organuca.com";""
"Başkent Ankara OSB";"ORİON VİNÇ MÜHENDİSLİK MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.orioncranes.com";"orioncranes.com";""
"Başkent Ankara OSB";"ORKA MEKATRONİK İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ORTADOĞU SONDAJ SANAYİ VE TİCARET A.Ş.";"https://www.ortadogusondaj.com";"ortadogusondaj.com";""
"Başkent Ankara OSB";"ORTAKCI ELEKTRİK İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"OWLAQ EĞİTİM DANIŞMANLIK A.Ş.";"http://www.owlaq.com/";"owlaq.com";""
"Başkent Ankara OSB";"ÖLMEZ BETON YAPI ELEMANLARI İMALAT İNŞAAT NAKLİYE GIDA TAAHHÜT SANAYİ VE TİCRET LTD. ŞTİ. BAŞKENT OR";"https://www.olmezbeton.com";"olmezbeton.com";""
"Başkent Ankara OSB";"ÖLMEZ SUNİ MERMER SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ÖZ VAGON DEMİRYOLLARI YEDEK PARÇA SANAYİ TİCARET LTD. ŞTİ.";"https://www.ozvagon.com";"ozvagon.com";""
"Başkent Ankara OSB";"ÖZGÜR RULMAN KAUÇUK PLASTİK SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ÖZTAN ELEKTRİK SANAYİ VE TİCARET A.Ş.";"https://www.oztanelektirk.com";"oztanelektirk.com";""
"Başkent Ankara OSB";"PALME MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.palmemakina.com";"palmemakina.com";""
"Başkent Ankara OSB";"PANCAST ALÜMİNYUM A.Ş.";"https://Pandaalu.com.tr";"pandaalu.com.tr";""
"Başkent Ankara OSB";"PANTECH ALÜMİNYUM A.Ş.";"https://www.pantechalu.com";"pantechalu.com";""
"Başkent Ankara OSB";"PATİSFOOD GRUP GIDA SANAYİ VE TİCARET A.Ş.";"https://www.patiswiss.com.tr";"patiswiss.com.tr";""
"Başkent Ankara OSB";"PAYSA PREFABRİK İNŞAAT TURİZM VE ENDÜSTRİ LTD.ŞTİ.";"https://www.paysa.com.tr";"paysa.com.tr";""
"Başkent Ankara OSB";"PENTAX AMBALAJ SANAYİ VE TİCARET A.Ş.";"https://www.pentaxambalaj.com";"pentaxambalaj.com";""
"Başkent Ankara OSB";"PERFORMANS TEKNİK SERAMİK MALZEMELERİ ÜRETİM PAZARLAMA İTHALAT İHRACAT LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"PETEKSAN ENDÜSTRİYEL AMBALAJ SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.peteksanambalaj.com";"peteksanambalaj.com";""
"Başkent Ankara OSB";"Pİ FARMA İLAÇ SANAYİ VE TİCARET A.Ş.";"https://www.clkpharma.com.tr";"clkpharma.com.tr";""
"Başkent Ankara OSB";"PİMAKS SAVUNMA VE HAVACILIK SANAYİ MÜHENDİSLİK TİCARET LTD. ŞTİ.";"http://www.psh.com.tr/";"psh.com.tr";""
"Başkent Ankara OSB";"PİMSUN MAKİNA OTOMOTİV SANAYİ İÇ VE DIŞ TİCARET A.Ş.";"https://www.pimsun.com.tr";"pimsun.com.tr";""
"Başkent Ankara OSB";"PLASMACARE İLAÇ SANAYİ VE TİCARET A.Ş.";"https://www.centurion.com.tr";"centurion.com.tr";""
"Başkent Ankara OSB";"POLATLI PTT MERKEZ MÜDÜRLÜĞÜ";"";"";""
"Başkent Ankara OSB";"POLETECH KOMPOZİT SAVUNMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"";"";""
"Başkent Ankara OSB";"POLİMAK MAKİNA VE YEDEK PARÇA SANAYİ VE TİCARET LTD. ŞTİ.";"https://polimak.com/";"polimak.com";""
"Başkent Ankara OSB";"POLİMAK TEKNOLOJİ SAVUNMA HAVACILIK OTOMOTİV BİLİŞİM ENERJİ KALİBRASYON VE ENDÜSTRİYEL ÜRETİM SANAYİ";"https://www.polimak.com";"polimak.com";""
"Başkent Ankara OSB";"POLYGONMACH MAKİNE SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.polygonmach.com";"polygonmach.com";""
"Başkent Ankara OSB";"PORTUNUS MAKİNA SATIŞ YEDEK PARÇA VE SERVİS A.Ş. ANKARA BAŞKENT ŞUBESİ";"https://www.portunus.com";"portunus.com";""
"Başkent Ankara OSB";"PRO-M MAKİNE MADEN NAKLİYE SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.pro-m.com.tr";"pro-m.com.tr";""
"Başkent Ankara OSB";"PROER MAKİNE SANAYİ VE TİCARET LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"PROMARİN TEKNOLOJİK ÜRÜNLER SANAYİ VE TİCARET A.Ş.";"https://www.promarin.com.tr";"promarin.com.tr";""
"Başkent Ankara OSB";"PROMEK MAKİNE YEDEK PARÇA İMALATI VE BAKIM ONARIM HİZMETLERİ LTD.ŞTİ.";"https://www.promekmakine.cm";"promekmakine.cm";""
"Başkent Ankara OSB";"PROTERM ENERJİ SANAYİ VE TİCARET A.Ş.";"https://www.protermenerji.com";"protermenerji.com";""
"Başkent Ankara OSB";"PYES YAPI SANAYİ TİCARET A.Ş.";"https://www.pyes.com.tr/";"pyes.com.tr";""
"Başkent Ankara OSB";"RACEPLAST PLASTİK A.Ş.";"https://www.raceplast.com.tr";"raceplast.com.tr";""
"Başkent Ankara OSB";"RADA MÜHENDİSLİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.radamuhendislik.com.tr";"radamuhendislik.com.tr";""
"Başkent Ankara OSB";"RAMOX MAKİNE ÇELİK GIDA MÜHENDİSLİK İHRACAT İTHALAT TİCARET LTD. ŞTİ.";"https://www.ramoxmakine.com";"ramoxmakine.com";""
"Başkent Ankara OSB";"RAPİDO MOBİLYA DEKORASYON TAAHHÜT SANAYİ VE TİCARET A.Ş.";"https://www.rapido.com.tr";"rapido.com.tr";""
"Başkent Ankara OSB";"RB.EFE YAPI TİCARET İNŞAAT TAAHHÜT SANAYİ LTD. ŞTİ.";"";"";""
"Başkent Ankara OSB";"RE-AL ISIL İŞLEM DÖKÜM MÜHENDİSLİK İNŞAAT ÇELİK KONSTRÜKSİYON NAKL. HIRDAVAT İTH.İHR.SAN.TİC. LTD.ŞT";"http://www.realisilislem.com/";"realisilislem.com";""
"Başkent Ankara OSB";"REKSA ELEKTRİK ELEKTRONİK İNŞAAT TAAHHÜT SANAYİ VE TİCARET LİMİTED ŞİRKETİ";"https://www.reksaelektrik.com";"reksaelektrik.com";""
"Başkent Ankara OSB";"REMA İSKELE İNŞAAT MÜHENDİSLİK MAKİNE MADENCİLİK GIDA GÜVENLİK SİSTEMLERİ TAAHHÜT SANAYİ VE TİCARET";"http://www.remaiskele.com/";"remaiskele.com";""
"Başkent Ankara OSB";"RETROSER ISI TEKNOLOJİLERİ A.Ş.";"https://www.retroser.com.tr";"retroser.com.tr";""
"Başkent Ankara OSB";"RGB YÜZEY TEKNOLOJİLERİ A.Ş.";"https://www.rgbsavunma.com";"rgbsavunma.com";""
"Başkent Ankara OSB";"RIDOS SAVUNMA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ridos.com";"ridos.com";""
"Başkent Ankara OSB";"RİDADA UNLU MAMÜLLER GIDA TİCARET A.Ş.";"https://www.ridada.com";"ridada.com";""
"Başkent Ankara OSB";"RİO MAKİNE ORGANİZASYON DANIŞMANLIK GIDA SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"RN ENDÜSTRİ OTOMOTİV LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"ROKETSAN ROKET SANAYİ VE TİCARET A.Ş.";"https://www.roketsan.com.tr";"roketsan.com.tr";""
"Başkent Ankara OSB";"ROMA TRAFO ENERJİ İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.romatrafo.com";"romatrafo.com";""
"Başkent Ankara OSB";"ROXARD INDUSTRİES MAKİNE İNŞAAT TİCARET A.Ş.";"https://www.roxard.com";"roxard.com";""
"Başkent Ankara OSB";"RUSH ISI TEKNOLOJİLERİ SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.rushheating.com.tr";"rushheating.com.tr";""
"Başkent Ankara OSB";"SAFA KABİN MAKİNA İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.durstsafa.com";"durstsafa.com";""
"Başkent Ankara OSB";"SAFAŞ SAF PLASTİK SANAYİ VE TİCARET A.Ş";"https://www.safas.com.tr";"safas.com.tr";""
"Başkent Ankara OSB";"SAĞLIK YAYINCILIK YAZILIM BİLİŞİM LTD. ŞTİ.";"https://www.ihaledunyasi.net";"ihaledunyasi.net";""
"Başkent Ankara OSB";"SALT METAL MAKİNA İMALAT SANAYİ VE TİCARET A.Ş.";"https://www.saltmetal.com";"saltmetal.com";""
"Başkent Ankara OSB";"SANEM MATBAACILIK VE ULUSLARARASI TAŞIMACILIK SANAYİ TİCARET A.Ş.";"https://www.sanem.com.tr";"sanem.com.tr";""
"Başkent Ankara OSB";"SARAR TUR TURİZM LTD. ŞTİ.";"http://www.sarartur.com.tr/";"sarartur.com.tr";""
"Başkent Ankara OSB";"SARIBAŞ METAL İMALAT İNŞAAT NAKLİYE KİMYA VE GIDA İTHALAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"Başkent Ankara OSB";"SAVAŞ SAVUNMA SANAYİ A..Ş.";"https://www.savasdefense.com";"savasdefense.com";""
"Başkent Ankara OSB";"SAYMAZ CNC VİNÇ MÜHENDİSLİK İNŞAAT TAAHHÜT SAN. VE TİC. A.Ş.";"https://www.saymazvinc.com.tr";"saymazvinc.com.tr";""
"Başkent Ankara OSB";"SBS RULMAN KAUÇUK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.sbsrulman.com";"sbsrulman.com";""
"Başkent Ankara OSB";"SDA ENDÜSTRİ İMALAT TİC. A.Ş.";"";"";""
"Başkent Ankara OSB";"SECTİON YAPI UYGULAMALARI İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.sectionyapiuygulama.com.tr";"sectionyapiuygulama.com.tr";""
"Başkent Ankara OSB";"SEM TRANSFORMATÖR A.Ş.";"https://www.semtransformator.com";"semtransformator.com";""
"Başkent Ankara OSB";"SERBA MEDİKAL SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.serbaltd.com";"serbaltd.com";""
"Başkent Ankara OSB";"SERDAR PLASTİK SANAYİ VE TİCARET A.Ş.";"https://www.serdarplastik.com.tr";"serdarplastik.com.tr";""
"Başkent Ankara OSB";"SEVEN İŞLEME İMALAT MAKİNA SANAYİ VE TİCARET A.Ş.";"http://www.sevenmakina.com/";"sevenmakina.com";""
"Başkent Ankara OSB";"SEVİNÇ MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.sevincmakina.com.tr";"sevincmakina.com.tr";""
