Okul Adı;Şehir;Kategori;Telefon;Web Sitesi;Domain;Adres
ÖZEL ÇİĞLİ FİNAL OKULLARI ANAOKULU;İzmir;Okul Öncesi;0 232 398 20 20;;;6782/ SOKAK NO:1 AYDINLIKEVLER MAHALLESİ ÇİĞLİ İZMİR
ÖZEL ÇİĞLİ FİNAL OKULLARI İLKOKULU;İzmir;İlköğretim;0 232 398 20 20;;;6782/3 SOKAK NO:1 AYDINLIKEVLER MAHALLEİS ÇİĞLİ İZMİR
ÖZEL DEFNE VEFAKENT ANAOKULU;Hatay;Okul Öncesi;0 850 309 12 12;https://www.vefakent.com.tr/;vefakent.com.tr;SUBAŞI MAH.ZAFER CADDESİ NO 38 DEFNE/HATAY
ÖZEL DEFNE VEFAKENT İLKOKULU;Hatay;İlköğretim;0 850 309 12 12;https://www.vefakent.com.tr/;vefakent.com.tr;SUBAŞI MAH.ZAFER CADDESİ NO 38 DEFNE/HATAY
ÖZEL DÖNÜŞÜM ANAOKULU;Samsun;Okul Öncesi;0 362 236 02 36;;;kazım karabekir mah. erden sok. no.21 ilkadım samsun
ÖZEL ELAZIĞ EKSEN ANAOKULU;Elazığ;Okul Öncesi;0 542 682 21 25;;;Ataşehir, Zeybekler Sk., 23040 Elazığ Merkez/Elazığ
ÖZEL ESAYAN ERMENİ OKULU;İstanbul;Lise;0 212 243 50 16;;;Taksim Meşelik Sok No:24 34433 Beyoğlu – İstanbul
ÖZEL ESAYAN ERMENİ ORTAOKULU;İstanbul;Ortaokul;0 212 252 76 22;www.esayan.k12.tr;esayan.k12.tr;Meşelik Sokak no:24 Taksim Beyoğlu
ÖZEL FEN BİLİM KOLEJİ ANADOLU LİSESİ;Kayseri;Lise;0 532 709 14 32;https://fenbilimkayseri.com/;fenbilimkayseri.com;YILDIRIM BEYAZIT MAH. ÜRETİCİ SOKAK NO:13
ÖZEL FEN BİLİM KOLEJİ İLKOKUL;Kayseri;İlköğretim;0 532 709 14 35;https://fenbilimkayseri.com/;fenbilimkayseri.com;YILDIRIM BEYAZIT MAH. ÜRETİCİ SOKAK NO:13
ÖZEL FEN BİLİM KOLEJİ ORTAOKULU;Kayseri;Ortaokul;0 532 709 14 35;https://fenbilimkayseri.com/;fenbilimkayseri.com;YILDIRIM BEYAZIT MAH. ÜRETİCİ SOKAK NO:13
ÖZEL FETHİYE ANAOKULU;Muğla;Okul Öncesi;0 252 612 88 15;www.fethiyeanaokulu.k12.tr;fethiyeanaokulu.k12.tr;Adnan Menderes Bulvarı Babataşı  Mah. No:59
ÖZEL FETHİYE İLKOKULU;Muğla;İlköğretim;0 252 622 13 95;www.ozelfethiye.k12.tr;ozelfethiye.k12.tr;Karagedik Mah. 1429 Sokak No:51
ÖZEL FETHİYE ORTAOKULU;Muğla;Ortaokul;0 252 622 13 95;www.ozelfethiye.k12.tr;ozelfethiye.k12.tr;Karagedik Mah. 1429 Sokak No:51
ÖZEL FİDE İLKOKULU;İstanbul;İlköğretim;02164444157;https://www.fideokullari.k12.tr/;fideokullari.k12.tr;FEYZULLAH MAHALLESİ ŞEHİT HİKMET ALP CADDESİ BUĞRA SOKAK NO: 7
ÖZEL FİDE ORTAOKULU;İstanbul;Ortaokul;02164444157;https://www.fideokullari.k12.tr/;fideokullari.k12.tr;FEYZULLAH MAHALLESİ ŞEHİT HİKMET ALP CADDESİ BUĞRA SOKAK NO: 7
ÖZEL FİDE SÜREYYAPAŞA İLOKULU;İstanbul;İlköğretim;02164444157;https://www.fideokullari.k12.tr/;fideokullari.k12.tr;ZÜMRÜTEVLER MAHALLESİ AKKAYALAR SOKAK NO: 1
ÖZEL GELECEK NESİLLER GEN KOLEJİ ANAOKULU;Diyarbakır;Okul Öncesi;0 505 679 64 36;https://genkoleji.com/;genkoleji.com;FIRAT MAH. NAZIM HİZMET CAD. 591 SOK. NO.4 KAYAPINAR DİYARBAKIR
ÖZEL GELECEK NESİLLER GEN KOLEJİ İLKÖĞRETİM OKULU;Diyarbakır;İlköğretim;0 505 679 64 36;https://genkoleji.com/;genkoleji.com;FIRAT MAH. NAZIM HİZMET CAD. 591 SOK. NO.4 KAYAPINAR DİYARBAKIR
ÖZEL GELECEK NESİLLER GEN KOLEJİ LİSESİ;Diyarbakır;Lise;0 505 679 64 36;https://genkoleji.com/;genkoleji.com;FIRAT MAH. NAZIM HİZMET CAD. 591 SOK. NO.4 KAYAPINAR DİYARBAKIR
ÖZEL GELECEK NESİLLER GEN KOLEJİ ORTAOKULU;Diyarbakır;Ortaokul;0 505 679 64 36;https://genkoleji.com/;genkoleji.com;FIRAT MAH. NAZIM HİZMET CAD. 591 SOK. NO.4 KAYAPINAR DİYARBAKIR
ÖZEL GÜPGÜPOĞLU ANAOKULU;Kayseri;Okul Öncesi;0 352 240 00 30;Erenköy Mahallesi 1488 Sokak No:48 Melikgazi/KAYSERİ;xn--erenky-0xa;Erenköy Mahallesi 1488 Sokak No:48 Melikgazi/KAYSERİ
ÖZEL İDEA DÜZEY FEN VE ANADOLU LİSESİ;Bursa;Lise;0 224 452 70 33;www.kolejidea.com;kolejidea.com;Bağlarbası Mahallesi Sanayi caddesi No: 342 Osmangazi, Bursa
ÖZEL İLKADIM ZORLU ANADOLU LİSESİ;Samsun;Lise;0 362 446 26 26;www.zorluokullari.com;zorluokullari.com;DERECİK MAH. OVALAR CADDESİ NO:32
ÖZEL İLKADIM ZORLU İLKOKULU;Samsun;İlköğretim;0 362 446 26 26;www.zorluokullari.com;zorluokullari.com;DERECİK MAH. OVALAR CADDESİ NO:32
ÖZEL İLKADIM ZORLU ORTAOKULU;Samsun;Ortaokul;0 362 446 26 26;;;DERECİK MAH. OVALAR CADDESİ NO:32
ÖZEL KADIKÖY ANADOLU LİSESİ EĞİTİM VAKFI (KALEV) ANADOLU LİSESİ;İstanbul;Lise;0 216 455 27 65;www.kalev.k12.tr;kalev.k12.tr;Merkez mah. Çavuşbaşı cad. No:104
ÖZEL KAMER KOLEJİ İLKOKULU;Konya;İlköğretim;0 545 323 62 17;www.kamerkoleji.com;kamerkoleji.com;Ayanbey Mah. Ateşbaz Sk. Yeni Yol No: 2
ÖZEL KAMER KOLEJİ ORTAOKULU;Konya;Ortaokul;0 545 323 62 17;www.kamerkoleji.com;kamerkoleji.com;Ayanbey Mah. Ateşbaz Sk. Yeni Yol No: 2
ÖZEL KEMERBURGAZ KEŞFEDEN ELLER ANAOKULU;İstanbul;Okul Öncesi;0 531 782 69 78;www.kesfedeneller.com;kesfedeneller.com;Mithatpaşa Mah. Kızılçam Sok. No:24-26
ÖZEL KONYA MAYA ÇOCUK ANAOKULU;Konya;Okul Öncesi;0 554 829 82 72;www.mayaokulları.com.tr;xn--mayaokullar-9zb.com.tr;yaka mah. yaka cad. no.131 meram konya
ÖZEL KORAY VAROL İLKOKULU;İstanbul;İlköğretim;0 212 213 00 12;https://www.korayvarolokullari.k12.tr/;korayvarolokullari.k12.tr;HAMİDİYE MAHALLESİ CENDERE CADDESİ NO 61
ÖZEL KORAY VAROL ORTAOKULU;İstanbul;Ortaokul;0 212 213 00 12;https://www.korayvarolokullari.k12.tr/;korayvarolokullari.k12.tr;HAMİDİYE MAHALLESİ CENDERE CADDESİ NO 61
ÖZEL MERSİN BİLİMKENT KOLEJİ;Mersin;Lise;0 324 326 73 26;www.bilimkent.k12.tr;bilimkent.k12.tr;çamlıca mah.koru caddesi no:3/A
ÖZEL MERSİN BİLİMKENT KOLEJİ;Mersin;Lise;0 324 326 73 26;www.bilimkent.k12.tr;bilimkent.k12.tr;çamlıca mah.koru caddesi no:3/A
ÖZEL MERSİN BİLİMKENT KOLEJİ;Mersin;Okul Öncesi;0 324 326 73 26;www.bilimkent.k12.tr;bilimkent.k12.tr;çamlıca mah.koru caddesi no:3/A
ÖZEL MERSİN BİLİMKENT KOLEJİ;Mersin;İlköğretim;0 324 326 73 26;www.bilimkent.k12.tr;bilimkent.k12.tr;çamlıca mah.koru caddesi no:3/A
ÖZEL MERSİN BİLİMKENT KOLEJİ;Mersin;Ortaokul;0 324 326 73 26;www.bilimkent.k12.tr;bilimkent.k12.tr;çamlıca mah.koru caddesi no:3/A
ÖZEL MUTLU EĞİTİM MODELİ ANADOLU LİSESİ;Şanlıurfa;Lise;05392054636;http://www.memkoleji.com/;memkoleji.com;BATIKENT MAHALLES.İ 4087 SOKAK. NO:28
ÖZEL MUTLU GELECEK ATÖLYESİ ANAOKULU;İstanbul;Okul Öncesi;02125720112;;;KARTALTEPE MAH. ÜÇTEPE SOK. NO:3
ÖZEL ORAN İLKOKULU;İstanbul;İlköğretim;0 216 309 43 44;www.oranokullari.com;oranokullari.com;CUMHURİYET MAH. ADNAN KAHVECİ CAD. NO 158 KARTAL
ÖZEL ORAN ORTAOKULU;İstanbul;Ortaokul;0 216 309 43 44;www.oranokullari.com;oranokullari.com;CUMHURİYET MAH. ADNAN KAHVECİ CAD. NO 158 KARTAL
ÖZEL ORTACA FİNAL ANAOKULU;Muğla;Okul Öncesi;02522820404;;;ARIKBAŞI MAHALLESİ 738 SOK. NO:7 OTACA FİNAL OKULLARI
ÖZEL ORTACA FİNAL İLKOKULU;Muğla;İlköğretim;02522820404;;;ARIKBAŞI MAHALLESİ 738 SOK. NO:7 OTACA FİNAL OKULLARI
ÖZEL PARK ÇOCUK KOLEJİ ANAOKULU;Kayseri;Okul Öncesi;0 352 224 07 07;https://parkcocukkoleji.com/;parkcocukkoleji.com;Germir, mah. Sivas Bulvarı, atlas halı blok no. 248b Melikgazi/Kayseri,
ÖZEL PENDİK İKBAL ANADOLU LİSESİ;İstanbul;Lise;0 216 390 58 06;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;DOĞU MAH. AYDINLIYOLU SELVİ CD. NO:9
ÖZEL PENDİK İKBAL İLKOKULU;İstanbul;İlköğretim;0 216 390 58 06;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;DOĞU MAH. AYDINLIYOLU SELVİ CD. NO:9
ÖZEL PENDİK İKBAL ORTAOKULU;İstanbul;Ortaokul;0 216 390 58 06;www.ilimfaziletvakfi.org.tr/;ilimfaziletvakfi.org.tr;DOĞU MAH. AYDINLIYOLU SELVİ CD. NO:9
ÖZEL PİKARE ANADOLU LİSESİ;İstanbul;Lise;02165402895;https://www.pikarekoleji.com/;pikarekoleji.com;ŞERİFALİ MAHALLESİ TÜRKER CADDESİ NO:53 ÜMRANİYE/İSTANBUL
ÖZEL PİKARE FEN LİSESİ;İstanbul;Lise;02165402895;https://www.pikarekoleji.com/;pikarekoleji.com;ŞERİFALİ MAHALLESİ TÜRKER CADDESİ NO:53 ÜMRANİYE/İSTANBUL
ÖZEL PİKARE ORTAOKULU;İstanbul;Ortaokul;02165738023;https://www.pikarekoleji.com/;pikarekoleji.com;KÜÇÜKBAKKALKÖY MAHALLESİ KOCASİNAN CADDESİ NO:7 ATAŞEHİR/İSTANBUL
ÖZEL PRATİK YÖNTEM ANADOLU LİSESİ;Şanlıurfa;Lise;0 544 447 92 64;https://yontemokullari.com/;yontemokullari.com;MEHMETÇİK MAH EYYÜP CENAP GÜLPINAR BLV NO:53 KARAKÖPRÜ/ŞANLIURFA
ÖZEL ROTA KOLEJİ;İzmir;Ortaokul;0 232 220 26 26;;;Gazi Mah. Yarbay Refik Cesur Cad. No:32 - Gaziemir - İZMİR
ÖZEL ROTA KOLEJİ;İzmir;Lise;0 232 220 26 26;;;Gazi Mah. Yarbay Refik Cesur Cad. No:32 - Gaziemir - İZMİR
ÖZEL ROTA KOLEJİ;İzmir;Lise;0 232 220 26 26;;;Gazi Mah. Yarbay Refik Cesur Cad. No:32 - Gaziemir - İZMİR
ÖZEL ROTA KOLEJİ;İzmir;İlköğretim;0 232 220 26 26;;;Yarbay Refik Cesur Cad. Gazi Mah. No: 32 Gaziemir / İZMİR
ÖZEL ROTA KOLEJİ;İzmir;Okul Öncesi;0 232 220 26 26;;;Yarbay Refik Cesur Cad. Gazi Mah. No: 32 Gaziemir / İZMİR
ÖZEL SAKARYA AK ANAOKULU;Sakarya;Okul Öncesi;0 264 777 11 64;;;TIĞCILAR MAH. YENİCAMİ SOK. NO:29 ADAPAZARI/SAKARYA
ÖZEL SAKARYA İLKE İLKOKULU;Sakarya;İlköğretim;0 264 277 48 54;https://sakaryailkeokullari.com/;sakaryailkeokullari.com;KÖPRÜBAŞI MAH. 4034. SK NO:8 YAZLIK SERDİVAN SAKARYA
ÖZEL SAKARYA İLKE ORTAOKULU;Sakarya;Ortaokul;0 264 277 48 54;https://sakaryailkeokullari.com/;sakaryailkeokullari.com;KÖPRÜBAŞI MAH. 4034. SK NO:8 YAZLIK SERDİVAN SAKARYA
ÖZEL SAKARYA UĞUR DEĞİŞİM ANADOLU LİSESİ;Sakarya;Lise;02645178282;sakarya@ugurokullari.k12.tr;ugurokullari.k12.tr;PABUÇÇULAR MAH.TAN SOK.NO:26 SAKARYA/ADAPAZARI
ÖZEL SAKARYA UĞUR DEĞİŞİM ORTAOKULU;Sakarya;Ortaokul;02645178282;sakarya@ugurokullari.k12.tr;ugurokullari.k12.tr;PABUÇÇULAR MAH.TAN SOK.NO:26 SAKARYA/ADAPAZARI
ÖZEL SANCAKTEPE ERSE ANAOKULU;İstanbul;Okul Öncesi;02163900203;www.erseanaokullari.com;erseanaokullari.com;ABRURRAHMANGAZİ MAH. HIZIRBEY CAD. NO:11 SANCAKTEPE/ İSTANBUL
ÖZEL SARIYER BRITISH INTERNATIONAL SCHOOL ANADOLU LİSESİ;İstanbul;Lise;0 212 286 69 50;www.bisk12.tr;bisk12.tr;BIS Uluslarası Özel Eğitim Hizmetleri Ticaret AŞ kurucu firma altındaki okullarımız:  Özel İstanbul British International School  Özel Sarıyer British International School  Özel BIS ilkokulu-Ortaokulu  Özel BIS Anadolu lisesi   Kurucu Temsilcisi:Naci Elli
ÖZEL SARIYER BRITISH INTERNATIONAL SCHOOL İLKOKULU;İstanbul;İlköğretim;0 212 286 69 50;;;BIS Uluslarası Özel Eğitim Hizmetleri Ticaret AŞ kurucu firma altındaki okullarımız:  Özel İstanbul British International School  Özel Sarıyer British International School  Özel BIS ilkokulu-Ortaokulu  Özel BIS Anadolu lisesi   Kurucu Temsilcisi:Naci Elli
ÖZEL SARIYER BRITISH INTERNATIONAL SCHOOL ORTAOKULU;İstanbul;Ortaokul;0 212 286 69 50;www.bisi.k12.tr;bisi.k12.tr;BIS Uluslarası Özel Eğitim Hizmetleri Ticaret AŞ kurucu firma altındaki okullarımız:  Özel İstanbul British International School  Özel Sarıyer British International School  Özel BIS ilkokulu-Ortaokulu  Özel BIS Anadolu lisesi   Kurucu Temsilcisi:Naci Elli
ÖZEL SERCAN ŞAHİN ANADOLU LİSESİ;Bursa;Lise;0 516 166 26 21;https://sercansahinokullari.k12.tr/;sercansahinokullari.k12.tr;ÜÇEVLER MH.DENİZCİLER CD.NO:13 A/1
ÖZEL SMT GRUP GELECEĞİN MİMARLARI ANAOKULU;Karabük;Okul Öncesi;0 532 639 48 78;https://www.geleceginmimarlari.com/;geleceginmimarlari.com;Esentepe Mah.Şehit Ömer Bilal Akpınar caddesi no:2/A Safranbolu/Karabük
ÖZEL TARSUS BİLGE KOLEJİ İLKOKULU;Mersin;İlköğretim;0 324 613 51 51;https://bilgekoleji.k12.tr/;bilgekoleji.k12.tr;82 evler mah aşık veysel cad no 15 b b1
ÖZEL TARSUS BİLGE KOLEJİ ORTAOKULU;Mersin;Ortaokul;0 324 613 51 51;https://bilgekoleji.k12.tr/;bilgekoleji.k12.tr;82 evler mah aşık veysel cad no 15 b b 1
ÖZEL TEMA KOLEJİ ANADOLU LİSESİ;Ankara;Lise;4 445 918 __ __;https://temakoleji.k12.tr/;temakoleji.k12.tr;Bağlıca Mah. Kızılelma (Kepir) Cad. No:51, 06790 Bağlıca, Etimesgut, Ankara
ÖZEL TEMA KOLEJİ ANAOKULU;Ankara;Okul Öncesi;;https://temakoleji.k12.tr/;temakoleji.k12.tr;Bağlıca Mah. Kızılelma (Kepir) Cad. No:51, 06790 Bağlıca, Etimesgut, Ankara
ÖZEL TEMA KOLEJİ İLKÖĞRETİM OKULU;Ankara;İlköğretim;;https://temakoleji.k12.tr/;temakoleji.k12.tr;Bağlıca Mah. Kızılelma (Kepir) Cad. No:51, 06790 Bağlıca, Etimesgut, Ankara
ÖZEL TEMA KOLEJİ ORTAOKULU;Ankara;Ortaokul;;https://temakoleji.k12.tr/;temakoleji.k12.tr;Bağlıca Mah. Kızılelma (Kepir) Cad. No:51, 06790 Bağlıca, Etimesgut, Ankara
ÖZEL TOHUM VAKFI İLKOKULU;İstanbul;İlköğretim;02122489430;https://www.tohumotizm.org.tr/ozel-tohum-vakfi-ozel-egitim-okulu/;tohumotizm.org.tr;CUMHURİYET MAH. ABİDE-İ HÜRRİYET CD. NO:39 ŞİŞLİ/İSTANBUL
ÖZEL TOPKAPI LEVON VARTUHYAN İLKOKULU;İstanbul;İlköğretim;0 212 531 98 91;;;TOPKAPI MAH. EMİN MOLLA SOK. NO:6 TOPKAPI/FATİH/İSTANBUL
ÖZEL TOPKAPI LEVON VARTUHYAN ORTAOKULU;İstanbul;Ortaokul;0 212 531 98 91;;;TOPKAPI MAH. EMİN MOLLA SOK. NO:6 TOPKAPI/FATİH/İSTANBUL
ÖZEL VİZYON ANADOLU LİSESİ;İstanbul;Lise;4 448 996 __ __;www.vizyonkoleji.k12.tr;vizyonkoleji.k12.tr;Bahçeşehir 2.Kısım Mah. Deniz Cad. Yenibahar Sok. No:1 Başakşehir / İst.
ÖZEL VİZYON ANADOLU LİSESİ;İstanbul;Lise;0 507 662 79 09;;;Marmara Mah. Hürriyet Bulvarı No :239 Beylikdüzü / İst.
ÖZEL VİZYON ANAOKULU;İstanbul;Okul Öncesi;4 448 996 __ __;www.vizyonkoleji.k12.tr;vizyonkoleji.k12.tr;Bahçeşehir 2.Kısım Mah. Deniz Cad. Yenibahar Sok. No:1 Başakşehir / İst.
ÖZEL VİZYON İLKOKULU;İstanbul;İlköğretim;4 448 996 __ __;www.vizyonkoleji.k12.tr;vizyonkoleji.k12.tr;Bahçeşehir 2.Kısım Mah. Deniz Cad. Yenibahar Sok. No:1 Başakşehir / İst.
ÖZEL VİZYON ORTAOKULU;İstanbul;Ortaokul;4 448 996 __ __;;;Bahçeşehir 2.Kısım Mah. Deniz Cad. Yenibahar Sok. No:1 Başakşehir / İst.
ÖZEL YAHYA KAPTAN KEŞFEDEN ELLER ANAOKULU;Kocaeli;Okul Öncesi;0 533 484 23 41;www.kesfedeneller.com;kesfedeneller.com;ALİKAHYA FATİH MAH. KURAL SOK. NO: 24
ÖZEL YALOVA GÜÇLÜ FEN LİSESİ;Yalova;Lise;0 226 812 36 42;;;Bağlarbaşı Mah. Eski Bursa Cad. No:160 Merkez / YALOVA
ÖZEL YENİMAHALLE PENA ANAOKULU;Samsun;Okul Öncesi;;https://www.kidoole.com/anaokulu/samsun/atakum/pena-anaokulu;kidoole.com;Yenimahalle, 3135. Sk. No:31 ATAKUM/SAMSUN
ÖZEL ZEYNEP ANAOKULU;Bursa;Okul Öncesi;0 224 451 35 00;;;Özlüce Mah. Ağaçlı Sok. No:5 Nilüfer / Bursa
ÖZEL ZİNCİRLİKUYU CEBİRSEL EĞİTİM VE RASYONEL NİTELİK (CERN) KOLEJİ  ANADOLU LİSESİ;İstanbul;Lise;02122138487;;;ESENTEPE MAH. KORE ŞEHİTLERİ CAD. NO:15 ŞİŞLİ İSTANBUL
ÖZEL ZORLU BİL KOLEJİ İLKOKULU;Samsun;İlköğretim;0 362 504 20 20;www.zorluokullari.com;zorluokullari.com;DENİZ EVLERİ MAH. ATATÜRK BULVARI NO:28
ÖZGÜR ADIMLAR ANAOKULU;İstanbul;Okul Öncesi;05493372000;http://www.ozelozguradimlaranaokulu.k12.tr/;ozelozguradimlaranaokulu.k12.tr;BADE SOKAK NO 2 ETİLER/BEŞİKTAŞ
PAKKAN ANAOKULU;İstanbul;Okul Öncesi;02134447560;www.pakkan.com.tr;pakkan.com.tr;MERKEZ MAHALLESİ ŞAHİNKAYA CADDESİ NO:86/3 BEYKOZ
PAKKAN İLKOKUL;İstanbul;İlköğretim;02134447560;www.pakkan.com.tr;pakkan.com.tr;MERKEZ MAHALLESİ ŞAHİNKAYA CADDESİ NO:86/3 BEYKOZ
PAKKAN ORTAOKUL;İstanbul;Ortaokul;02134447560;www.pakkan.com.tr;pakkan.com.tr;MERKEZ MAHALLESİ ŞAHİNKAYA CADDESİ NO:86/3 BEYKOZ
PANGALTI ERMENİ ANADOLU LİSESİ;İstanbul;Lise;05325873350;http://www.pangaltilisesi.k12.tr/;pangaltilisesi.k12.tr;HARBİYE MAH. SÜLEYMAN NAZİF SOK. NO. 21, 34371 PANGALTI
PANGALTI ERMENİ İLKOKULU;İstanbul;İlköğretim;05326838449;http://www.pangaltilisesi.k12.tr/;pangaltilisesi.k12.tr;HARBİYE MAH. SÜLEYMAN NAZİF SOK. NO. 9, 34371 PANGALTI
PANGALTI ERMENİ ORTAOKULU;İstanbul;Ortaokul;05333454689;http://www.pangaltilisesi.k12.tr/;pangaltilisesi.k12.tr;HARBİYE MAH. SÜLEYMAN NAZİF SOK. NO. 9, 34371 PANGALTI
PEK OKULLARI  İLKOKULU;İstanbul;İlköğretim;05326101431;http://www.pekkoleji.com/;pekkoleji.com;LİBADİYE CAD. CUMHURİYET MAH. ŞEHİT ÖZDEMİR ONARANGİL SOK. NO:12/1
PEK OKULLARI ANAOKULU;İstanbul;Okul Öncesi;05518675423;http://www.pekkoleji.com/;pekkoleji.com;ÖRNEK MH., 34704
PEMA ANADOLU LİSESİ;Konya;Lise;03324440403;https://www.pemakoleji.com.tr/tr/pema-lisesi~79;pemakoleji.com.tr;YENİ STADYUMUN HEMEN YANINDAYIZ PARSANA MAH. YAZMA SOK. NO:3 42130 SELÇUKLU KONYA
PEMA FEN LİSESİ;Konya;Lise;03324440403;https://www.pemakoleji.com.tr/;pemakoleji.com.tr;YENİ STADYUMUN HEMEN YANINDAYIZ PARSANA MAH. YAZMA SOK. NO:3 42130 SELÇUKLU KONYA
PEMA KOLEJİ İLKOKULU;Konya;İlköğretim;03324440403;www.pemakoleji.com.tr;pemakoleji.com.tr;YENİ STADYUMUN HEMEN YANINDAYIZ PARSANA MAH. YAZMA SOK. NO:3 42130 SELÇUKLU KONYA
PEMA KOLEJİ ORTAOKULU;Konya;Ortaokul;03324440403;www.pemakoleji.com.tr;pemakoleji.com.tr;YENİ STADYUMUN HEMEN YANINDAYIZ PARSANA MAH. YAZMA SOK. NO:3 42130 SELÇUKLU KONYA
PENDİK BALKANLAR KOLEJİ ANADOLU LİSESİ;İstanbul;Lise;02165111661;https://balkanlarkoleji.k12.tr/;balkanlarkoleji.k12.tr;DOĞU MAH. TAVŞANTEPE MEVKİİ ÇAMLIK SOK. NO:1 PENDİK
PENDİK BALKANLAR KOLEJİ ANAOKULU VE İLKOKULU;İstanbul;Lise;02165111661;https://balkanlarkoleji.k12.tr/;balkanlarkoleji.k12.tr;DOĞU MAH. TAVŞANTEPE MEVKİİ ÇAMLIK SOK. NO:1 PENDİK
PENDİK BALKANLAR KOLEJİ ORTAOKULU;İstanbul;Lise;02165111661;https://balkanlarkoleji.k12.tr/;balkanlarkoleji.k12.tr;DOĞU MAH. TAVŞANTEPE MEVKİİ ÇAMLIK SOK. NO:1 PENDİK
PERA GÜZEL SANATLAR LİSESİ;İstanbul;Lise;02122453008;http://www.peraguzelsanatlar.com.tr;peraguzelsanatlar.com.tr;MERKEZ MAH. ABİDE-İ HÜRRİYET CAD. BOLKAN CENTER A-B-C BLOKLAR NO: 211 B ŞİŞLİ / İSTANBUL
PERA GÜZEL SANATLAR ORTAOKULU;İstanbul;Ortaokul;2122453008;http://www.peraguzelsanatlar.com.tr;peraguzelsanatlar.com.tr;MERKEZ MAH. ABİDE-İ HÜRRİYET CAD. BOLKAN CENTER A-B-C BLOKLAR NO: 211 B ŞİŞLİ / İSTANBUL
PİRİ REİS  GÜZELBAHÇE ANAOKULU;İzmir;Okul Öncesi;02322367741;guzelbahce@pirireis.k12.tr;pirireis.k12.tr;MUSTAFA KEMAL PAŞA MAH. 2133 SK. NO: 5 GÜZELBAHÇE / İZMİR
PİRİ REİS  GÜZELBAHÇE ORTAOKUL;İzmir;Ortaokul;02322367741;guzelbahce@pirireis.k12.tr;pirireis.k12.tr;MUSTAFA KEMAL PAŞA MAH. 2133 SK. NO: 5 GÜZELBAHÇE / İZMİR
PİRİ REİS GÜZELBAHÇE İLKOKUL;İzmir;İlköğretim;02322367741;guzelbahce@pirireis.k12.tr;pirireis.k12.tr;MUSTAFA KEMAL PAŞA MAH. 2133 SK. NO: 5 GÜZELBAHÇE / İZMİR
PİRİ REİS KARŞIYAKA ANAOKULU;İzmir;Okul Öncesi;02323624748;guzelbahce@pirireis.k12.tr;pirireis.k12.tr;ŞEMİKLER MAH. 6311 SK. NO: 8 KARŞIYAKA / İZMİR
PİRİ REİS KARŞIYAKA İLKOKULU;İzmir;İlköğretim;02323624748;guzelbahce@pirireis.k12.tr;pirireis.k12.tr;ŞEMİKLER MAH. 6311 SK. NO: 8 KARŞIYAKA / İZMİR
PİRİ REİS KARŞIYAKA ORTAOKULU;İzmir;Ortaokul;02323624748;guzelbahce@pirireis.k12.tr;pirireis.k12.tr;ŞEMİKLER MAH. 6311 SK. NO: 8 KARŞIYAKA / İZMİR
PROFESYONEL İLGİM KOLEJİ ANADOLU LİSESİ;Muğla;Lise;02524130745;http://www.profesyonelilgim.com/;profesyonelilgim.com;ÇAMDİBİ MH. 245. SK. NO:7 MARMARİS/MUĞLA
PROFESYONEL İLGİM KOLEJİ İLKOKULU;Muğla;İlköğretim;02524130745;http://www.profesyonelilgim.com/;profesyonelilgim.com;ÇAMDİBİ MH. 245. SK. NO:7 MARMARİS/MUĞLA
PROFESYONEL İLGİM KOLEJİ ORTAOKULU;Muğla;Ortaokul;02524130745;http://www.profesyonelilgim.com/;profesyonelilgim.com;ÇAMDİBİ MH. 245. SK. NO:7 MARMARİS/MUĞLA
PUSULA AKADEMİ KOLEJİ ANADOLU LİSESİ;Hatay;Lise;03262216500;http://www.pusulaakademi.com.tr/;pusulaakademi.com.tr;GÜZELBURÇ MAH. DEMİRKOL CAD. NO:18A
PUSULA KEMER ANAOKULU;İstanbul;Okul Öncesi;2122025230;;;ZEKERİYAKÖY KONAKLARI 12.CADDE NO 24 ZEKERİYAKOY
RADİKAL BORNOVA ANADOLU LİSESİ;İzmir;Lise;0 850 888 73 55;www.radikalokullari.k12.tr;radikalokullari.k12.tr;Evka 3, 121. Sk. No:5, 35050
RADİKAL BORNOVA ORTAOKULU;İzmir;Ortaokul;0 850 888 73 55;www.radikalokullari.k12.tr;radikalokullari.k12.tr;Evka 3, 121. Sk. No:5, 35050
RADİKAL BUCA ANADOLU LİSESİ;İzmir;Lise;0 850 888 73 55;www.radikalokullari.k12.tr;radikalokullari.k12.tr;Adatepe, 63. Sk. No 3, 35400
RADİKAL KONAK ANADOLU LİSESİ;İzmir;Lise;0 850 888 73 55;www.radikalokullari.k12.tr;radikalokullari.k12.tr;Güneşli, 515. Sk. No:23, 35270
RİZE ÖZEL BİLGE OKULLARI İLKOKULU;Rize;İlköğretim;04643442481;https://bilge.k12.tr/;bilge.k12.tr;KÜÇÜKCAMİİ MAH. FEVZİ ÇAKMAK CAD. NO: 3 GÜNEYSU / RİZE
RİZE ÖZEL BİLGE OKULLARI ORTAOKULU;Rize;Ortaokul;04643442481;https://bilge.k12.tr/;bilge.k12.tr;KÜÇÜKCAMİİ MAH. FEVZİ ÇAKMAK CAD. NO: 3 GÜNEYSU / RİZE
