Firma Adı;Bölge;Sektör;Telefon;E-Posta;Domain;Detay URL
REGNUM HALI İÇ VE DIŞ TİC. LTD. ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4557.html
REİS HALI TEKSTİL SAN.TİC.A.Ş.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/803.html
REİS HALI TEKSTİL SAN.TİC.A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2556.html
REİS PAMUK SAN. VE TİC. LTD. ŞTİ.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4726.html
REİS PAZARLAMA VE TİC.LTD.ŞTİ.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/363.html
REPART ENDÜSTRİYEL ÜRÜNLER TEKS. SAN. TİC. LTD. ŞTİ.;2.Bölge;MAKİNE-METAL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4425.html
RİFAT ŞEKER;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4073.html
RİTAŞ KİMYA VE TEKSTİL SANAYİ TİCARET A.Ş.;2.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1878.html
RİTAŞ KİMYA VE TEKSTİL SANAYİ TİCARET A.Ş.;2.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1881.html
RİTAŞ KİMYA VE TEKSTİL SANAYİ TİCARET A.Ş.;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2486.html
RİVA KEÇECİ HALI TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3461.html
ROVEN GIDA SAN. VE TİC. LTD. ŞTİ.;3.Bölge;GIDA;;kadir@rova.com.tr;rova.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4723.html
ROZA HALI SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;3423570707;mehmet@rozacarpet.com;rozacarpet.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/816.html
ROZA HALI SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4130.html
RUGTEX TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;;muhasebe@rugtex.com.tr;rugtex.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4554.html
S.VAKKAS ERDOĞAN;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4065.html
S.VAKKAS ERDOĞAN;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2644.html
SABRİ BAKIŞGAN VE OĞULLARI GIDA SAN.TİC.LTD.ŞTİ.;5.Bölge-Dülük;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/178.html
SABRİ BAKIŞGAN VE OĞULLARI GIDA SAN.TİC.LTD.ŞTİ.;5.Bölge-Göksüncük;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4479.html
SADULLAH TAYŞİ;2.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2031.html
SAFA HALICILIK SAN.VE TİC. LTD.ŞTİ.;4.Bölge;TEKSTİL;3422153620;info@ufukhali.com;ufukhali.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/818.html
SAFA İTH. İHR. PAZ. SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;TEKSTİL;3423223011;info@safacarpet.com;safacarpet.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/228.html
SAFJÜT İPLİK TEKSTİL SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4085.html
SAFJÜT İPLİK TEKSTİL SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1714.html
SAFTAŞ BETON SAN. VE TİC. LTD.ŞTİ.;4.Bölge;DİĞER;3423570526;info@saftasbeton.com;saftasbeton.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4981.html
SAFTAŞ BETON SAN. VE TİC. LTD.ŞTİ.;4.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5187.html
SAFYÜN HALI TEKSTİL SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;3423570090;safyun@safyun.com;safyun.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3832.html
SAFYÜN HALI TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4971.html
SAFYÜN HALI TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5412.html
SAİT KORKMAZ;4.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5111.html
SAKARYA SÜPÜRGE SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;3422281500;info@sakaryasupurge.com.tr;sakaryasupurge.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2890.html
SAMS SAĞLIKLI ALIŞVERİŞ MERKEZİ SAN. TİC. A.Ş.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3131.html
SANAT AMBALAJ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3539.html
SANCAKTAR İNŞAAT TAAH. TİC. VE SAN. LTD.ŞTİ.;1.Bölge;DİĞER;3422353590;info@sancaktardemircelik.com;sancaktardemircelik.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1370.html
SANCAKTAR İNŞAAT TAAH. TİC. VE SAN. LTD.ŞTİ.;1.Bölge;DİĞER;3422353590;info@sancaktardemircelik.com;sancaktardemircelik.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1371.html
SANCAKTAR İNŞAAT TAAH. TİC. VE SAN. LTD.ŞTİ.;1.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1372.html
SANKO HOLDİNG A.Ş.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2467.html
SANKO TEKSTİL İŞLETMELERİ SAN. VE TİC. A.Ş.;4.Bölge;TEKSTİL;3423372871;sanko@sanko.com.tr;sanko.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/889.html
SANKO TEKSTİL İŞLETMELERİ SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2440.html
SANKO TEKSTİL İŞLETMELERİ SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5480.html
SANKO TEKSTİL İŞLETMELERİ SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2774.html
SANKO TEKSTİL İŞLETMELERİ SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2775.html
SANKO TEKSTİL İŞLETMELERİ SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;3423372871;sanko@sanko.com.tr;sanko.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2776.html
SANPA UĞUR GIDA DAĞITIM PAZARLAMA A.Ş.;5.Bölge-Dülük;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4703.html
SARIBAL METAL İNŞ. OTO. SAN. VE TİC.LTD. ŞTİ.;5.Bölge-Dülük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4859.html
SARIKLAR GIDA SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5215.html
SAYDAM TEKSTİL SANAYİ TİCARET LTD.ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1565.html
SAYDAM TEKSTİL SANAYİ TİCARET LTD.ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;3423373297;info@saydamtekstil.com;saydamtekstil.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3874.html
SAYIN TEKSTİL SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;3423379657;sayin@sayindokuma.com;sayindokuma.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2395.html
SAYIN TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3519.html
SAYINLAR GIDA MADDELERİ SAN. VE TİC. A.Ş.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2465.html
SEBAT HALI SAN. VE TİC.A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/138.html
SELMAGÜL SAĞLIK ÜRÜN. SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4737.html
SENFONİ HALI İPLİK TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;;gazi@reiscarpet.com;reiscarpet.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4378.html
SENOCO TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4116.html
SERAP YETKİNŞEKERCİ;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5737.html
SERDAR İHSAN KARAMAN;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5790.html
SERDAR-ÖNDER-HALİL İBRAHİM ÖZTÜRK;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3128.html
SERİN ALTIN PIRLANTA SAN. VE TİC. LTD. ŞTİ.;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5066.html
SETAŞ KİMYA SANAYİ.AŞ.;5.Bölge-Dülük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4491.html
SEVİNÇLER SAĞLIK ÜRÜNLERİ SAN. VE TİC. A.Ş.;3.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3826.html
SEVİNÇLER SAĞLIK ÜRÜNLERİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/372.html
SEYİT AHMET ŞAHAN;3.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5562.html
SEYİT POLYESTER TEKSTİL SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5255.html
SHAG RUGS HALI SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;3425021942;muhasebe1@shagrugs.com.tr;shagrugs.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4758.html
SHAG RUGS HALI SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4759.html
SHİMALL TEKSTİL SENTETİK ELYAF DERİ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3919.html
SIRLI HALI TEKSTİL SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4207.html
SIRMA HALI TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4587.html
SİM DOKUMA TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2255.html
SİM DOKUMA TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2268.html
SİMAŞ BULGUR GIDA SAN. VE TİC. LTD. ŞTİ.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2223.html
SİMURG CARPET TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4926.html
SKY CARPET TEKSTİL SAN. TİC. LTD. ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4402.html
SMART POLYESTER A.Ş.;5.Bölge-Dülük;TEKSTİL;3425021102;hakan.ozkok@smartpolyester.com;smartpolyester.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4882.html
SOYLU TERLİK SAN.VE TİC.LTD.ŞTİ.;4.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/776.html
SOYLUSER HALI SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Aktoprak;TEKSTİL;3425020048;muhasebe@mirachali.com;mirachali.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2948.html
SÖNMEZ POLİMER KİMYA SAN. TİC. A.Ş.;3.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5196.html
SÖNMEZ POLİMER KİMYA SAN. TİC. A.Ş.;5.Bölge-Dülük;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5197.html
SRN KİMYA TEKSTİL PLASTİK SAN. VE TİC. LTD. ŞTİ.;4.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5102.html
ST PLAST AMBALAJ SAN. VE TİC. LTD. ŞTİ.;5.Bölge-Dülük;GERİ DÖNÜŞÜM;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2846.html
STANDART DOKUMA İPLİK SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5764.html
STAR PP TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;1.Bölge;TEKSTİL;3423374407;info@stariplik.com;stariplik.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1261.html
STS DIŞ TİCARET VE TEKSTİL SAN. LTD. ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4401.html
SUAT AKINAL-SAİM AKINAL;1.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1327.html
SUAT GÖLBAŞI;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5647.html
SUAT GÖLBAŞI;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5646.html
SUN PET AMBALAJ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;GERİ DÖNÜŞÜM;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4785.html
SUN TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1897.html
SUNFURN MOBİLYA SAN. VE TİC. A.Ş.;3.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5512.html
SUNPLAST BOYA SAN. VE TİC. A.Ş.;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5796.html
SUZAN DEMİRCİOĞLU;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5721.html
SÜPER FİLM AMBALAJ SAN. VE TİCARET A.Ş.;3.Bölge;PLASTİK-AMBALAJ;3422116000;sales@superfilm.com;superfilm.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4559.html
SÜPERPAK AMBALAJ SAN.VE TİC. A.Ş.;4.Bölge;PLASTİK-AMBALAJ;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/830.html
SÜPHAN TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3834.html
SÜPHAN TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.;5.Bölge-Göksüncük;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4793.html
ŞAHAN KARDEŞLER TEKSTİL HALI SAN.VE TİC.LTD.ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4291.html
ŞAHAN KARDEŞLER TEKSTİL HALI SAN.VE TİC.LTD.ŞTİ.;5.Bölge-Göksüncük;TEKSTİL;3423570535;muhasebe@sahancarpet.com;sahancarpet.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/445.html
ŞEHZADE HALI SAN. VE TİC.A.Ş.;5.Bölge-Göksüncük;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3711.html
ŞEN ANADOLU MISIR ÜRÜNLERİ GIDA SAN. VE TİC. LTD. ŞTİ.;3.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2308.html
ŞENEL SARUHAN;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5704.html
ŞENER TEKSTİL SAN.TİC.LTD.ŞTİ.;4.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/788.html
ŞERBETÇİ FLAMENT İPLİK SAN. VE DIŞ TİC. LTD.ŞTİ.;1.Bölge;TEKSTİL;3423372041;info@serbetci-textile.com;serbetci-textile.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1258.html
ŞEVKET BEYHAN HIDIROĞLU;1.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1130.html
ŞİRECİ TEKSTİL SAN. VE TİC. A.Ş.;2.Bölge;TEKSTİL;3425020600;info@sireci.com.tr;sireci.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1951.html
ŞİRECİ TEKSTİL SAN. VE TİC. A.Ş.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/3835.html
ŞİRECİ TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/15.html
ŞİRECİ TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/54.html
ŞİRECİ TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/55.html
ŞİRECİ TEKSTİL SAN. VE TİC. A.Ş.;5.Bölge-Aktoprak;TEKSTİL;3425020600;info@sireci.com.tr;sireci.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/120.html
ŞİRİN MENSUCAT TEKSTİL SAN. VE TİC. A.Ş.;1.Bölge;TEKSTİL;3423371296;muhasebe@zafertekstil.com;zafertekstil.com;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4467.html
ŞİRVAN TEKSTİL SAN. VE TİC.LTD. ŞTİ.;3.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/2626.html
ŞİRVANOĞLU TEKSTİL A.Ş.;2.Bölge;TEKSTİL;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5667.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;2.Bölge;GIDA;3423372737;info@solen.com.tr;solen.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1732.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1736.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1991.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1861.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1869.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;2.Bölge;GIDA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/1857.html
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC.A.Ş.;4.Bölge;GIDA;3423372737;info@solen.com.tr;solen.com.tr;https://www.gaosb.org/tr/osb-firmalari/firma-detay/865.html
ŞULE MAZICIOĞLU;5.Bölge-Göksüncük;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5649.html
ŞÜKRAN SEVEROĞLU;2.Bölge;;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5086.html
T.C. GAZİANTEP TİCARET BORSASI;3.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5798.html
T.GARANTİ BANKASI A.Ş.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/4680.html
T.T. MÜHENDİSLİK DOĞALGAZ ISITMA SOĞUTMA HAVALANDIRMA SİST.İ MAK. TEKS. TUR. SAN. VE TİC. LTD. ŞTİ.;2.Bölge;DİĞER;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5885.html
TAHA KİMYA KOZMETİK VE TÜKETİM ÜRÜNLERİ SAN. PAZ. A.Ş.;1.Bölge;KİMYA;(342) 337-1101;gaosb@gaosb.org;gaosb.org;https://www.gaosb.org/tr/osb-firmalari/firma-detay/5145.html
