Firma Adı;Parsel Durumu;Ada/Bölge;Sektör;Telefon;E-Posta;Web Sitesi;Domain;Adres
Ferbatek Plastik Makine Kalıp İnşaat San. Ve Tic.ltd.şti.;Tahsisli;6;Plastik;5325225342;benferdi@hotmail.com;;;Büyükkayacık Osb Mah, 627 Nolu Sokak, No: 4
Ferhat Döküm Otomotiv Taşımacılık San. Ve Tic.ltd.şti.;Tahsisli;6;Döküm;;1ferhatdokum@ferhatdokum.com.tr;;;Büyükkayacık Osb Mah, 620 Nolu Sokak, No: 21
Fermo Otomotiv San.Tic.Ltd.Şti.;Tahsisli;2;Diğer;322 502 00 23;info@fermogear.com;www.fermogear.com;fermogear.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 41
Fesan Makina Otomotiv İnşaat San. Ve Tic.ltd.şti.;Kiracı;3;Dorse - Damper - Treyler;3323460501;muhasebe@fesanmakina.com;www.fesanmakina.com;fesanmakina.com;Büyükkayacık Osb Mah, 10 Nolu Sokak, No: 2
Fesan Makina Otomotiv İnşaat San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Dorse - Damper - Treyler;3323460501;muhasebe@fesanmakina.com;www.fesanmakina.com;fesanmakina.com;
Fetih Paketleme Makinaları Çelik Kons. İnş. Tar.İth. İhr. San. Ve Tic. Ltd. Şti.;Tahsisli;5;Makina;3323424940;info@fetihmakine.com;;;Büyükkayacık Osb Mah, 510 Nolu Sokak, No: 2
Fevzi Arçek Met.mak.oto.san.tic.ltd.şti.;Tahsisli;3;Metal;3323451222;muhasebe@waspo.com.tr;www.waspo.com.tr;waspo.com.tr;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 29
Fırtına Damla Sulama Filtre Sistemleri Sanayi Ve Ticaret Limited Şirketi;Tahsisli;2;Plastik;3322481992;info@firtinasulama.com;www.firtinasulama.com;firtinasulama.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 3
Filkar Otom.San.Tic.A.Ş.;Tahsisli;4;Otomotiv Yedek Parça;3322390761;muhasebe@filkar.com.tr;https://filkar.com.tr;filkar.com.tr;Büyükkayacık Osb Mah, 413 Nolu Sokak, No: 11
Filsan Oto Yedek Parça Pazarlama A.ş.;Kiracı;4;Otomotiv Yedek Parça;3322390567;filsan@filsanoto.com;;;Büyükkayacık Osb Mah, 413 Nolu Sokak, No: 11
Fimak Fırın Mak.İml.San.Tic.A.Ş.;Tahsisli;3;Endüstriyel Mutfak ve Ekipmanları;3322398081;aysegul@fimakmakina.com.tr;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 35
Floria Halı Ve Tekstil San. Tic. Ltd. Şti;Tahsisli;6;Diğer;3323422558;info@floriacarpet.com;;;
Florya Group Reklamcılık San. Ve Tic.a.ş.;Ön Tahsisli;6;Elektrik - Elektronik;5336151768;1muhasebe@akonreklam.com.tr;;;
Fmc Hidrolik Otom.Mak.San.Tic.A.Ş.;Kiracı;2;Hidrolik;3322390151;info@fmc.com.tr;;;Büyükkayacık Osb Mah, Ulukavak Sokak, No: 4
Fmc Hidrolik Otom.Mak.San.Tic.A.Ş.;Tahsisli;2;Hidrolik;3322390151;info@fmc.com.tr;;;Büyükkayacık Osb Mah, Kırım Caddesi, No: 9
Fmc Hidrolik Otom.Mak.San.Tic.A.Ş.;Tahsisli;2;Hidrolik;3322390151;info@fmc.com.tr;;;Büyükkayacık Osb Mah, Ulukavak Sokak, No: 5
Form Halı Mobilya Ve Tekstil Ürünleri San. Ve Tic.a.ş.;Kiracı;3;Tekstil;3325033060;neriman.kahveci@formhali.com;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 33
Frenbu Otomotiv Sanayi Ve Ticaret Limited Şirketi;Ön Tahsisli;6;Makina;3322398729;a.tanaci@akisasansor.com.tr;;;
Frendo Dış Ticaret Ltd.şti.;Ön Tahsisli;6;Gıda;5550152922;1finans@lark.com.tr;;;
Galipoğlu Hidromas Hid. Otom. San. Ve Tic. A.Ş.;Kiracı;3;Hidrolik;3322390852;hidromas@hidromas.com;www.hidromas.com;hidromas.com;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 1
Gardenya Pls.san.tic.ltd.şti.;Tahsisli;5;Kauçuk ve Lastik;3322391290;info@gardenyaplastik.com.tr;https://gardenyaplastik.com.tr/tr;gardenyaplastik.com.tr;Aşağıpınarbaşı Osb Mah, 516 Nolu Sokak, No: 14
Gazi Elektromekanik Sistemler A.ş.;Tahsisli;6;Elektrik - Elektronik ve Enerji;;1h.kocak@mosas.com.tr;;;
Geçgel Metal Döküm Mak.otom San.tic.ltd.şti.;Tahsisli;5;Otomotiv Yedek Parça;3322392253;;www.gosbrake.com.tr;gosbrake.com.tr;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 16
Gelişim Elektromekanik Ltd.şti.;Kiracı;3;Makina;3323450588;sgokbulut@gelisimmak.com;;;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 16/1
Gelişim Elektromekanik Ltd.şti.;Tahsisli;6;Makina;3323450588;sgokbulut@gelisimmak.com;;;
Gempo Metal Sanayi Ticaret Anonim Şirketi;Tahsisli;5;Metal;3322480212;gempo@gempo.com.tr;www.gempo.com.tr;gempo.com.tr;Büyükkayacık Osb Mah, 502 Nolu Sokak, No: 3
Genel Çelik San. Ve Tic.ltd.şti.;Tahsisli;5;Metal;3322482200;muhasebe2@genelcelik.com.tr;www.genelcelik.com.tr;genelcelik.com.tr;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 13
Genel Değirmen Makine San.Ve Tic.Ltd.Şti.;Tahsisli;2;Değirmen Makinaları;3322392106;ahmetozsahin@gdmmakina.com;https://gdm.com.tr;gdm.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 63
Genel Değirmen Makine San.Ve Tic.Ltd.Şti.;Tahsisli;2;Değirmen Makinaları;3322392106;ahmetozsahin@gdmmakina.com;https://gdm.com.tr;gdm.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 65
Genmot Genel Motor A.Ş.;Tahsisli;3;Otomotiv Yedek Parça;3322390909;muhasebe@genmot.com.tr;;;Büyükkayacık Osb Mah, 2 Nolu Sokak, No: 4
Genpam Demir Çelik Geri Dönüşüm San.ltd.şti.;Kiracı;5;Geri Dönüşüm;3322482200;muhasebe@genelcelik.com.tr;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 13
Girgiç Döküm Mak.Nak.Oto San.Tic.Ltd.Şti.;Tahsisli;3;Döküm;;;;;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 20
Gitaş Gıda Ve İht.Mad.San.Tic.A.Ş.;Tahsisli;3;Gıda;3322391939;gida@gitas.com.tr;https://gitas.com.tr;gitas.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 6
Gitaş Gıda Ve İhtiyaç Maddeleri Ticaret Ve Sanayi A.ş.;Ön Tahsisli;6;Yem ve Tohumculuk;;1senol@gitas.com.tr;;;
Glasspan Panel Metal San. Ve Tic.ltd.şti.;Tahsisli;6;İmalat;;1salihsamur42@gmail.com;;;
Global Uluslararası Metal San. Ve Tic. Ltd. Şti.;Tahsisli;5;İmalat;3323451803;y.bilen@globalmetall.com;www.globalmetall.com;globalmetall.com;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 5
Globaltech Makina İml.san. Ve Tic.ltd.şti.;Kiracı;2;Makina;3325021976;info@globaltechmak.com;www.globaltechmak.com;globaltechmak.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 23
Gmz İnşaat Malz.San.Tic.Ltd.Şti.;Kiracı;4;Yapı - İnşaat Malzemeleri;4447469;muhasebe@gmzwall.com;https://gmzwall.com;gmzwall.com;Büyükkayacık Osb Mah, 103. Cadde, No: 5
Gnc Alüminyum Dış Tic. Korkuluk Sis.inş.müh.ltd.şti.;Kiracı;3;Alüminyum;;;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 15
Gnc Ambalaj Sanayi A.ş.;Tahsisli;6;Diğer;4446303;ismail.dere@ersergrup.com;www.gncambalaj.com.tr;gncambalaj.com.tr;
Gnc Ambalaj Sanayi A.ş.;Kiracı;3;Diğer;4446303;ismail.dere@ersergrup.com;www.gncambalaj.com.tr;gncambalaj.com.tr;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 6
Gökalsan Döküm Makina Metal Sarraflık İnşaat San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Metal;;1gokalsandokum@gmail.com;;;
Gökyer Plastik Ltd.Şti.;Kiracı;2;Plastik;;mehmetgokyer@hotmail.com;;;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 10
Gölova Ulus.nak.ve Tic.ltd.şti.;Tahsisli;6;Gıda;3323460042;mehmet.basaran@golova.com.tr;;;Büyükkayacık Osb Mah, 619 Nolu Sokak, No: 4
Gözde Tarım Mak.san. Ve Tic. - Mehmet İbiş - İsmail İbiş;Tahsisli;5;Tarım Makinaları;3322481210;bilgi@gozdetarim.com;www.gozdetarim.com;gozdetarim.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 5
Granio Gıda San.tic.ltd.şti.;Kiracı;3;Gıda;3325015083;rkaratas@granio.com.tr;www.granio.com.tr;granio.com.tr;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 27/1
Gülen Yapı Malz.san.tic.ltd.şti.;Tahsisli;5;Tarım Makinaları;3323552494;serdrip@gmail.com;;;Büyükkayacık Osb Mah, 516 Nolu Sokak, No: 5
Gültekinler Oto Klima Ve San.ve Tic.ltd.şti.;Tahsisli;4;Isıtma ve Soğutma Sistemleri;3323463232;info@gultekinler.com;www.aggroup.com.tr;aggroup.com.tr;Büyükkayacık Osb Mah, 103. Cadde, No: 3
Gündoğar Makine A.Ş.;Tahsisli;4;Makina;3322392273;aymeks@aymeks.com.tr;www.aymeks.com.tr;aymeks.com.tr;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 18
Güneş Motor Supapları San.ve Tic.a.ş.;Tahsisli;5;Otomotiv Yedek Parça;3322390667;gunes@gunesenginevalves.com;www.gunesenginevalves.com;gunesenginevalves.com;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 19
Güneybağlılar Oto Yedek Parça İmalat Pazarlama San. Ve Tic.A.Ş.;Ön Tahsisli;6;Otomotiv Yedek Parça;3322391999;info@guneybaglilar.com;www.guneybaglilar.com;guneybaglilar.com;
Güneybağlılar Oto Yedek Parça İmalat Pazarlama San. Ve Tic.A.Ş.;Tahsisli;2;Otomotiv Yedek Parça;3322391999;info@guneybaglilar.com;www.guneybaglilar.com;guneybaglilar.com;Büyükkayacık Osb Mah, Karahisar Sokak, No: 22
Gürpilsan Plastik Sanayi Ve Ticaret Limited Şirketi;Tahsisli;5;Plastik;3323551745;muhasebe@gurpilsan.com;www.gurpilsan.com;gurpilsan.com;Büyükkayacık Osb Mah, 500 Nolu Sokak, No: 7
Güven Ayakkabıcılık Las.ve Plas.tic.ve San.a.ş.;Tahsisli;3;Diğer;3323451710;info@guvenayakkabi.com;www.guvenayakkabi.com;guvenayakkabi.com;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 19
Güvenç Sondaj Boru Çelik Konstrüksiyon Plastik Ve Metal San.tic.ltd.şti.;Ön Tahsisli;6;İmalat;5323542042;1guvenboru@hotmail.com;;;
Güvmaksan Dök.Met.Mak.Otom.San.Ve Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322391134;info@guvmaksan.com;www.guvmaksan.com;guvmaksan.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 22
Güzeloğlu Gıda Ve İhtiyaç Maddeleri Nakliye Ambalaj Sanayi Ve Ticaret Limited Şirketi;Tahsisli;3;Gıda;;;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 32
Gvn Trailer Otom.San.Ve Tic.Ltd.Şti.;Kiracı;2;Otomotiv Yedek Parça;3325052799;muhasebe@gvntrailer.com;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 1
Hacıbalı Rulman Yat.san.ve Tic.a.ş.;Kiracı;2;Diğer;3322483250;ibrahim@hcb.com.tr;www.hcb.com.tr;hcb.com.tr;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 9
Hakan Faydasıçok Çelik Anonim Şirketi;Tahsisli;5;Diğer;3323310045;hakan@hakancelikmetal.com;www.hakancelikmetal.com;hakancelikmetal.com;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 3
Hakpa Otomotiv Nak.san. Ve Tic.ltd.şti.;Tahsisli;2;Otomotiv Yedek Parça;3322355890;bilgi@hakpa.com.tr;www.hakpa.com.tr;hakpa.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 45
Halil İbrahim Sayar Boya Ticaret Ve Sanayi Ltd.şti.;Ön Tahsisli;6;Boya;;1mehmet@sayar.com.tr;;;
Halil Tosun - Tosun Döküm;Tahsisli;5;Döküm;3323426920;bilgi@tosundokum.com;www.tosundokum.com;tosundokum.com;Büyükkayacık Osb Mah, 511 Nolu Sokak, No: 9
Halim Usta Hidrolik Pres İml.san.ve Tic.ltd.şti.;Tahsisli;4;Hidrolik;4443628;info@hidroliksan.com;www.hidroliksan.com;hidroliksan.com;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 22
Hammak Mobilya Ltd.şti.;Kiracı;2;Mobilya ve Ahşap Ürünleri;3322391128;hammak@hotmail.com;www.hammak.com.tr;hammak.com.tr;Büyükkayacık Osb Mah, İkipınar Sokak, No: 12
Hamme Makine A.ş.;Ön Tahsisli;6;İmalat;3323450304;hamme@hamme.com.tr;www.hamme.com.tr;hamme.com.tr;
Hansa Makine Mühendislik Ltd.şti.;Tahsisli;5;Diğer;5437870900;muhasebe@hansa.com.tr;;;Aşağıpınarbaşı Osb Mah, 520 Nolu Sokak, No: 12
Hansa Makine Mühendislik Ltd.şti.;Ön Tahsisli;6;Diğer;5437870900;muhasebe@hansa.com.tr;;;
Harmak Ziraat Makinaları San.Ve Tic.Ltd.Şti.;Kiracı;3;Tarım Makinaları;3322390531;muhasebe@harmak.com.tr;www.harmak.com.tr;harmak.com.tr;Büyükkayacık Osb Mah, 1 Nolu Sokak, No: 8
Harmak Ziraat Makinaları San.Ve Tic.Ltd.Şti.;Tahsisli;5;Tarım Makinaları;3322390531;muhasebe@harmak.com.tr;www.harmak.com.tr;harmak.com.tr;Aşağıpınarbaşı Osb Mah, 516 Nolu Sokak, No: 4/1
Harmak Ziraat Makinaları San.Ve Tic.Ltd.Şti.;Tahsisli;4;Tarım Makinaları;3322390531;muhasebe@harmak.com.tr;www.harmak.com.tr;harmak.com.tr;Büyükkayacık Osb Mah, 102. Cadde, No: 6
Has Pik Döküm Oto.Yedek Parça San.Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322392328;info@haspikdokum.com;www.haspikdokum.com;haspikdokum.com;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 21
Hasan Kartal Dayanıklı Tüketim Malları San. Ve Tic.a.ş.;Tahsisli;6;İmalat;;1mehmet.bayat@hasankartal.com;;;
Hasçelik Sanayi Ve Ticaret A.ş.;Ön Tahsisli;6;Metal;5077447676;1ali.calikci@hascelik.com;;;
Hasel Pvc Nak.İnş.İhr.San. Ve Tic.Ltd.Şti.;Tahsisli;2;Yapı - İnşaat Malzemeleri;3325010548;info@haselpvc.com;;;Büyükkayacık Osb Mah, İkipınar Sokak, No: 9
Hasteknik Oto Yedek Parça İmalat San. Ve Tic.a.ş.;Tahsisli;6;Otomotiv Yedek Parça;;1info@hasteknik.com.tr;;;
Hatunsaraylı Tarım Makinaları San. Ve Tic.A.Ş.;Kiracı;4;Tarım Makinaları;4448467;muhasebe@hmsagro.com;www.hmsagro.com;hmsagro.com;Büyükkayacık Osb Mah, 101. Cadde, No: 5
Hatunsaraylı Tarım Makinaları San. Ve Tic.A.Ş.;Tahsisli;6;Tarım Makinaları;4448467;muhasebe@hmsagro.com;www.hmsagro.com;hmsagro.com;
Hedefsan Elektronik Asansör Turizm San.tic.ltd.şti.;Ön Tahsisli;6;Asansör ve Ekipmanları;8504551413;2betul@hedefsan.net;;;
Hektur Hekimoğlu Tur.Tic.San.A.Ş.;Tahsisli;3;Tekstil;3322390180;muhasebe@velasocks.com;www.velasocks.com;velasocks.com;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 24
Helvacızade Gıda İlaç Kimya San.ve Tic.a.ş.;Tahsisli;2;Gıda;3323460520;info@zade.com.tr;www.zade.com.tr;zade.com.tr;Büyükkayacık Osb Mah, Güzelkonak Sokak, No: 8
Heray Filtrasyon Ve Su Teknolojileri A.ş.;Kiracı;5;Diğer;3323206060;heray@heray.com.tr;www.heray.com;heray.com;Büyükkayacık Osb Mah, 506 Nolu Sokak, No: 6
Heray Filtrasyon Ve Su Teknolojileri A.ş.;Kiracı;2;Diğer;3323206060;heray@heray.com.tr;www.heray.com;heray.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 61
Hermann Gıda Ve Makine San.tic.ltd.şti.;Tahsisli;6;Gıda;5322157505;1evliya@evliya.com.tr;;;
Heybet Plastik Petrokimya Ambalaj Nakliye İnşaat Enerji Gıda Demir Çelik Otomotiv Ve San.tic.ltd.şti.;Ön Tahsisli;6;Plastik;5457326569;1heybetplastik42@gmail.com;;;
Hız Bağlantı Elamanları San. Ve Tic. A.ş.;Tahsisli;5;Metal;3325014000;muhasebe@hizbaglanti.com;www.hizbaglanti.com;hizbaglanti.com;Büyükkayacık Osb Mah, 512 Nolu Sokak, No: 2
Hidrokon Konya Hidrolik Mak.San. Ve Tic. A.Ş.;Tahsisli;3;Vinç Makinaları;4448811;muhasebe@hidrokon.com;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 13
Hidrosır Hidrolik Makina Lift Otomotiv San.ve Tic.ltd.şti.;Tahsisli;5;Hidrolik;;;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 42
Hilalcioğlu Züccaciye Paz.San.Tic.Ltd.Şti.;Tahsisli;3;Ev Gereçleri;3322337847;hilal2010@gmail.com;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 11
Hilalcioğlu Züccaciye Paz.San.Tic.Ltd.Şti.;Tahsisli;3;Ev Gereçleri;3322337847;hilal2010@gmail.com;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 29
Hilalsan Makina San. Ve Tic. A.ş.;Tahsisli;2;Makina;3323451616;hilalsan@hilalsan.com.tr;www.hilalsan.com.tr;hilalsan.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 20
Himmet Usta Değirmen Makinaları Gıda Maddeleri İmalatı San. Ve Tic.a.ş.;Ön Tahsisli;6;Değirmen Makinaları;;1info@himmetusta.com;;;
Hiposan Petrol Gıda Hid.mak.san.tic.ltd.şti.;Tahsisli;4;Hidrolik;3322518184;finans@hiposan.com;www.hiposan.com;hiposan.com;Büyükkayacık Osb Mah, 413 Nolu Sokak, No: 9
Hma Mühendislik San.ve Tic.ltd.şti.;Tahsisli;4;Diğer;3323462626;muhasebe@modemhma.com;www.modemhma.com;modemhma.com;Büyükkayacık Osb Mah, 408 Nolu Sokak, No: 5
Hms Agro Tar. San. Ve Tic. A.ş.;Tahsisli;6;Tarım Makinaları;3322390244;muhasebe@hmsagro.com;www.hmsagro.com;hmsagro.com;
Hms Özceylanlar Hidrolik Mak.San.Ve Tic.A.Ş.;Tahsisli;3;Hidrolik;3323422222;finans@ozceylanlar.com.tr;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 25
Honeks Makine İml.otom.san.iç Ve Dış Tic.ltd.şti.;Tahsisli;3;Makina;;;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 35
Hsc İmalat Metal San. Ve Tic.a.ş.;Ön Tahsisli;6;Metal;5348118963;1muhasebe@hscmetal.com;;;
Htv Dişli Endüstri San.ve Tic.ltd.şti.;Tahsisli;3;Otomotiv Yedek Parça;3323451606;htv@htvgear.com;www.htvgear.com;htvgear.com;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 18
Huzur Global Gıda Ltd.şti.;Ön Tahsisli;6;Gıda;;1info@huzurgida.com.tr;;;
Hürmet Çikolata Şek.Gıda San.Tic.Ltd.Şti.;Tahsisli;4;Gıda;3323422993;info@hurmetdole.com;www.hurmetdole.com;hurmetdole.com;Büyükkayacık Osb Mah, 416 Nolu Sokak, No: 8
Hürsan Hidrolik Pres Takım Tezgahları San.tic.a.ş.;Ön Tahsisli;6;İmalat;3322391525;muhasebe@hursanpres.com.tr;www.hursanpres.com.tr;hursanpres.com.tr;
Hürsan Hidrolik Pres Takım Tezgahları San.tic.a.ş.;Tahsisli;4;İmalat;3322391525;muhasebe@hursanpres.com.tr;www.hursanpres.com.tr;hursanpres.com.tr;Büyükkayacık Osb Mah, 409 Nolu Sokak, No: 5
Hüsamettin Kapçık;Tahsisli;3;Diğer;;;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 38
Icps Epoksi Ve Madeni Parçalar San. Ve Tic.Ltd.Şti.;Kiracı;2;Silah Üretimi	;;nazim.yigit@icps.om.tr;www.icpsepoksi.com.tr;icpsepoksi.com.tr;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 10
Imıcryl Diş Malzemeleri San. Ve Tic.a.ş.;Tahsisli;6;Sağlık ve Medikal	;3324447130;2hsonmez@imicryl.com.tr;;;Büyükkayacık Osb Mah, 610 Nolu Sokak, No: 11
Innocap Plastik Ambalaj San.ve Tic.ltd.şti.;Kiracı;2;Plastik;3325021273;muhasebe@innocap.com.tr;www.innocap.com.tr;innocap.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 6
Isc Metalurji Döküm Mak.pet.ınş.otom.san. Ve Tic.a.ş.;Kiracı;3;Döküm;;iscmetalurji@hotmail.com;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 25
Işıkbakır San.ve Tic.a.ş.;Tahsisli;2;Döküm;3322391010;info@isikbakir.com.tr;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 28
Işıkbakır San.ve Tic.a.ş.;Tahsisli;2;Döküm;3322391010;info@isikbakir.com.tr;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 30
İbrahim Özkan-otp Otomotiv;Tahsisli;2;Otomotiv Yedek Parça;3323460347;muhasebe@otp.com.tr;www.otp.com.tr;otp.com.tr;Büyükkayacık Osb Mah, Kocadere Sokak, No: 7
İbrahim Şeflek Nakliye Taahhüt Ve Ticaret Ltd.şti.;Ön Tahsisli;6;Metal;5301493602;1muhammet@iseflek.com;;;
İkiaslan Enerji Savunma Sanayi Güvenlik Sis.bilişim Saç Metal Petrol İnş. A.ş.;Tahsisli;2;Diğer;3322389126;muhasebe@ikiaslan.com.tr;www.pakpen.com.tr;pakpen.com.tr;Büyükkayacık Osb Mah, Sarıçiçek Sokak, No: 5
İkizler Kalıp Pres San.ve Tic.ltd.şti.;Tahsisli;5;Metal;3323453990;muhasebe@ikizlerkalip.com.tr;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 40
İlko İlaç San.Ve Tic.A.Ş.;Tahsisli;3;Kimya;3322213400;info@ilko.com.tr;https://ilko.com.tr;ilko.com.tr;Büyükkayacık Osb Mah, 23 Nolu Sokak, No: 1
İmaş Mak.san A.ş.;Tahsisli;4;Değirmen Makinaları;3322390141;info@imas.com.tr;;;Büyükkayacık Osb Mah, 407 Nolu Sokak, No: 8
İmaş Mak.san A.ş.;Tahsisli;6;Değirmen Makinaları;3322390141;info@imas.com.tr;;;
İnpart Makine Tarım Ürünleri Otomotiv Dış Ticaret San.tic.ltd.şti.;Ön Tahsisli;6;Otomotiv Yedek Parça;;1ayse@inpart.com.tr;;;
İpekoğlu Otom Kauçuk Plastik İnş.Gıda Ve Tarım Ürünleri San.Tic. Ltd. Şti.;Tahsisli;2;Plastik;3322390233;ipekoglu@ipekoglu.com.tr;www.ipekoglu.com.tr;ipekoglu.com.tr;Büyükkayacık Osb Mah, İnsu Sokak, No: 1
İsfur Otom.Elekt.Boya İml.San.Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3322390267;posta@isfur.com;https://saffer.com.tr;saffer.com.tr;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 3
İşmen Gıda San.Ve Tic.Ltd.Şti.;Tahsisli;3;Gıda;3322391590;konyasube@irmakseker.com;www.irmakseker.com;irmakseker.com;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 8
İtimat Asansör Yakıt İnşaat Ve Nakliye San. Ve Tic.Ltd.Şti.;Kiracı;4;Asansör ve Ekipmanları;3323426911;muhasebe@itimatasansor.com.tr;https://itimatasansor.com/tr;itimatasansor.com;Büyükkayacık Osb Mah, 407 Nolu Sokak, No: 3/1
İzmir Çelik San. Ve Tic.a.ş.;Ön Tahsisli;6;İmalat;;1sultanakgor@izmircelik.com.tr;;;
Jetpak Plastik Kimya Amb.gıda San.ve Tic.ltd.şti.;Kiracı;3;Diğer;3323463561;finans@jetpakplastik.com;www.jetpakplastik.com;jetpakplastik.com;Büyükkayacık Osb Mah, 21 Nolu Sokak, No: 2
Jetplast Sulama Sistemleri Kalıp Ve Plastik İmalat San.tic.ltd.şti.;Tahsisli;6;Sulama Sistemleri;5337115956;1saykonplastik@hotmail.com.tr;;;Büyükkayacık Osb Mah, 612 Nolu Sokak, No: 3
K.Y.S.Kürkçüoğlu Döküm Rulman Ltd.Şti.;Tahsisli;3;Döküm;3323421064;bilgi@kys.com.tr;www.kys.com.tr;kys.com.tr;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 13
Kabinsan Otom.Kalıp San.Ve Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3323424880;muhasebe@ugr.com.tr;www.ugr.com.tr;ugr.com.tr;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 6
Kaçmazlar Otom.San.Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3322391372;finans@kacmazlar.com;www.kacmazlar.com;kacmazlar.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 27/1
Kaçmazlar Otom.San.Tic.Ltd.Şti.;Tahsisli;4;Otomotiv Yedek Parça;3322391372;finans@kacmazlar.com;www.kacmazlar.com;kacmazlar.com;Büyükkayacık Osb Mah, 102. Cadde, No: 1
Kaçmazlar Otom.San.Tic.Ltd.Şti.;Tahsisli;5;Otomotiv Yedek Parça;3322391372;finans@kacmazlar.com;www.kacmazlar.com;kacmazlar.com;Aşağıpınarbaşı Osb Mah, 520 Nolu Sokak, No: 8
Kafalı Tohum.Güb.Nak.İnş.Tarım Ür.San.Tic.Ltd.Şti.;Tahsisli;3;Yem ve Tohumculuk;3323420526;muhasebe@altinhasattohum.com;https://altinhasattohum.com;altinhasattohum.com;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 10
Kağan Döküm Ve Model San. Ve Tic.Ltd.Şti.;Tahsisli;3;Döküm;3322391736;kagan@kagandokum.com;www.kagandokum.com;kagandokum.com;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 6
Kağan Döküm Ve Model San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Döküm;3322391736;kagan@kagandokum.com;www.kagandokum.com;kagandokum.com;
Kahveci Otomotiv Sanayi Ve Ticaret Anonim Şirketi;Tahsisli;3;Otomotiv Yedek Parça;3322391400;mustafa@kahveci.com.tr;www.kahveci.com.tr;kahveci.com.tr;Büyükkayacık Osb Mah, 10 Nolu Sokak, No: 4
