Firma Adı;Şehir;İlçe;Sektör;Telefon;Faks;E-Posta;Web Sitesi;Domain;Adres
PETROFER ENDÜSTRİYEL YAĞLAR SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 84 45;3767942;info@petrofer.com.tr;http://www.petrofer.com.tr;petrofer.com.tr;10.008 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
PFB DANIŞMANLIK ÖZEL EĞİTİM DENETİM YAPI MALZ.LAB.HİZM.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sanayide kullanilan islem kontrol amaçli teçhizatl;(232) 328 10 44;3281022;nedretsurmeli@pfb-turkiye.com;http://www.pfb-turkiye.com;pfb-turkiye.com;10.045 SOKAK NO:7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
PİSTONSAN PLASTİK SAN. VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 435 31 18;4862991;pistonsanplastik@hotmail.com.tr;;;10.016 SOKAK NO.88  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
PLAŞ PLASTİK AMBALAJ SAN.VE TİC.A.Ş.;İSTANBUL;BEŞİKTAŞ;Plastik poset, çöp torbasi, çanta, torba, çuval, f;(232) 376 84 76;3768478;izmir@plas.com.tr;www.plas.com.tr;plas.com.tr;CİHANNÜMA MAH.MEHMET ALİBEY SOKAK NO.8 34353
PNÖSO PNÖMATIK VE SOĞUTMA SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 81 37;3768247;info@pnoso.com;http://www.pnoso.com;pnoso.com;10.028 SOKAK NO.5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
PNÖSO PNÖMATIK VE SOĞUTMA SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sanayi tipi sogutucu ve dondurucu donanimlari ile ;(232) 376 81 37;3768247;info@pnoso.com;http://www.pnoso.com;pnoso.com;10.028 SOKAK NO.3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
PNÖSO PNÖMATIK VE SOĞUTMA SAN.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 81 37;3768247;info@pnoso.com;http://www.pnoso.com;pnoso.com;10.028 SOKAK NO.1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POİNTCHEMİCAL ENDÜSTRİYEL VE YAPI KİMYASALLARI İNŞ.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 26 40;;info@pointchemical.com;http://www.pointchemical.com;pointchemical.com;10.028 SOKAK NO.11  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLEN KİMYA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 12 32;3282010;info@polenboya.com.tr;www.polenboya.com.tr;polenboya.com.tr;10.016 SOKAK NO:26  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİBAK PLASTİK FİLM SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastikten yari mamul halde profil, çubuk, tabaka,;(232) 376 72 70;3767290;holding.santral@bakioglu.com.tr;http://www.polibak.com.tr;polibak.com.tr;10.000 SOKAK NO.5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİBAK PLASTİK FİLM SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastikten yari mamul halde profil, çubuk, tabaka,;(232) 376 72 70;3768462;holding.santral@bakioglu.com.tr;http://www.polibak.com.tr;polibak.com.tr;10.000 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİBAK PLASTİK FİLM SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastikten yari mamul halde profil, çubuk, tabaka,;(232) 376 79 70;3767730;info@polibak.com.tr;www.polibak.com.tr;polibak.com.tr;10.000 SOK.NO:4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİBAK PLASTİK FİLM SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastik tabaka, levha, tüp ve profil imalati;(232) 376 72 70;3767290;info@polibak.com.tr;http://www.polibak.com.tr;polibak.com.tr;10.000 SOKAK NO:3/1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİKİM METAL KAPLAMA VE KİMYASAL MADDELER SAN. VE TİC. LTD. ŞTİ.;İZMİR;ÇİĞLİ;Metallerin isil islem ve anodlama, sertlestirme, v;(232) 328 36 00;4860721;info@polikimmetal.com;http://www.polikimmetal.com;polikimmetal.com;10.041 SOKAK NO:3   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİKİM YÜZEY İŞLEM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin isil islem ve anodlama, sertlestirme, v;(232) 328 36 00;3283602;daghan.erkavun@polikimmetal.com;http://www.polikimmetal.com;polikimmetal.com;10.041 SOKAK NO:3   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLİMEK ELEKTRO VE BİLG.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Kol saatlerinin, masa ve duvar saatlerinin ve benz;(232) 328 16 45;3281674;info@polimek.com.tr;www.polimek.com.tr;polimek.com.tr;10.024 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLO KONFEKSİYON TEKSTİL VE SAN.A.Ş. ATATÜRK ORGANİZE ŞUBESİ;İZMİR;ÇİĞLİ;;;3287675;;;;10.015 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLSER KOMPOZİT ÜRÜNLER SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Lif ve çimento karisimli ürünlerin imalati;(232) 376 88 22;3767058;info@polser.com;www.polser.com;polser.com;M.KEMAL ATATÜRK BUL.NO.56 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
POLYMETAL KALIP PLASTİK SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 503 05 20;5030521;info@polymetal.com.tr;http://www.polymetal.com.tr;polymetal.com.tr;10.002 SOKAK NO.44 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
PROFİTEROLCÜ NİLDA GIDA TURİZM İMALAT SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 484 44 20;;bilgi@profiterolcu.com;http://www.profiterolcu.com;profiterolcu.com;10.021 SOKAK NO.35 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAFİNE BİLLUR TUZ SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Gida tuzu imalati;(232) 376 75 15;3767518;fabrika@billurtuz.com.tr;www.billurtuz.com.tr;billurtuz.com.tr;10.003 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAFİNE BİLLUR TUZ SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Gida tuzu imalati;(232) 376 75 15;3767518;fabrika@billurtuz.com.tr;http://www.billurtuz.com.tr;billurtuz.com.tr;10.004 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAFİNE BİLLUR TUZ SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Gida tuzu imalati;(232) 376 75 15;3767518;fabrika@billurtuz.com.tr;http://www.billurtuz.com.tr;billurtuz.com.tr;10.003 SOKAK NO:9  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAĞBET DİLEK DÜNDAR/ERKAN DÜNDAR/ELVAN SOYDAN;İZMİR;ÇİĞLİ;;;;;;;10.022 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAĞBET DİLEK DÜNDAR/ERKAN DÜNDAR/ELVAN SOYDAN;İZMİR;ÇİĞLİ;;;;;;;10.026 SOKAK NO.56 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAMAZAN BURAK DEMİRAĞ;İZMİR;ÇİĞLİ;;;;ramazan@baronakis.com;http://;;10.016 SOK.NO:20  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAMAZAN BURAK DEMİRAĞ;İZMİR;ÇİĞLİ;;;3280419;ramazanburakdemirag@gmail.com;;;10.021 SOKAK NO.17  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RAN KONFEKSİYON TEKSTİL TURİZM TİC.VE SAN.A.Ş.;İZMİR;ÇİĞLİ;;(232) 445 95 51;4459551;info@rangroup.com.tr;http://;;M.KEMAL ATATÜRK BUL. NO.14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RASYONEL KİMYA VE TEMİZLİK HİZMET SAN.VE TİC. LTD. ŞTİ.;İZMİR;ÇİĞLİ;Sabun ve deterjan ile temizlik ve parlatici maddel;(232) 328 35 36;3283447;rasyonel@rasyonelkimya.com;www.rasyonelkimya.com;rasyonelkimya.com;10.025 SOKAK NO:9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RE-VA TIBBİ CİHAZ SAN.VE TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;Tipta, cerrahide, disçilikte veya veterinerlikte k;(232) 376 75 12;3767511;info@re-va.com.tr;www.re-va.com.tr;re-va.com.tr;10.025 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RE-VA TIBBİ CİHAZ SAN.VE TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;Tipta, cerrahide, disçilikte veya veterinerlikte k;(232) 376 75 12;3767511;info@re-va.com.tr;www.re-va.com.tr;re-va.com.tr;10.015 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RECEP KÜÇÜK - EGE TUZ ISLETMESI;İZMİR;ÇİĞLİ;Gida tuzu imalati;(232) 376 84 30;4722034;info@aktuz.com.tr;www.egetuz.com;egetuz.com;10.027 SOKAK NO.9  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
REEL MAKİNA VE ISIL İŞLEM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Rulman, disli/disli takimi, sanziman ve tahrik ele;(232) 479 24 51;4783867;info@reelmakina.com;http://www.reelmakina.com;reelmakina.com;M.KEMAL ATATÜRK BUL. NO.30 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
REEL MAKİNA VE ISIL İŞLEM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Rulman, disli/disli takimi, sanziman ve tahrik ele;(232) 479 24 51;4783867;info@reelmakina.com;http://www.reelmakina.com;reelmakina.com;M.KEMAL ATATÜRK BUL. NO.32 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
REMZİYE DÜZGÜN;İZMİR;ÇİĞLİ;;;4697119;duzgunturizm@gmail.com;http://;;10.026 SOKAK NO:17  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RENK HALI VE EVCİL HAYVAN GIDALARI SANAYİ TİCARET A.Ş.;İZMİR;ÇİĞLİ;Hali ve kilim imalati;(236) 211 12 30;(236) 211 12 40;renkhali@renkhali.com;www.renkhali.com;renkhali.com;10.039 SOKAK NO.20 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
REPROPRINT MATBAACILIK REKLAMCILIK AMBALAJ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger plastik ürünl;(232) 328 25 43;;info@reproprint.com.tr;http://;;10.027 SOKAK NO.1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RESA REZİSTANS SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Ev tipi elektrikli su isiticilari (depolu su isiti;(232) 328 28 90;3767193;info@resarezistans.com;www.resarezistans.com;resarezistans.com;10.041 SOKAK N0.18   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RND ARAŞTIRMA GELİŞTİRME TASARIMMAKİNE SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger özel amaçli m;(232) 328 30 60;3283063;info@rnduv.com;http://www.rnduv.com;rnduv.com;10.016 SOKAK NO:30 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RODOSLU AYDINLATMA VE LED TEKNOLOJİLERİ SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;;;muhasebe@rdslight.com;http://;;10.016 SOKAK NO.60 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RODOSLU MAKİNA ELEKTRİK SAN. VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;;;;http://www.rodoslumakina.com;rodoslumakina.com;10.016 SOKAK NO.62 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ROSSI GÜÇ AKTARMA VE HAREKET KONTROL SİSTEMLERİ SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Disliler/disli takimlari, bilyeli ve makarali vida;(232) 328 10 92;3281093;info.turkey@rossi.com;http://www.rossi.com;rossi.com;10.042 SOKAK NO.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ROTEKS TEKSTİL İHR.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Diger dis giyim esyalari imalati;(232) 376 74 80;3767485;info@roteks.com.tr;http://www.roteks.com.tr;roteks.com.tr;10.002 SOKAK NO.28  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ROTEKS TEKSTİL İHR.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Dis giyim esyasi imalati, dokuma, örme (trikotaj) ;(232) 376 74 80;3767485;info@roteks.com.tr;http://www.roteks.com.tr;roteks.com.tr;10.002 SOKAK NO.26  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RS PETROL ÜRÜNLERİ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 502 26 83;;maxeloilturkiye@gmail.com;http://www.maxeloilturkiye.com;maxeloilturkiye.com;10.029 SOKAK NO.10  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
RÜZGARPAK OFSET AMBALAJ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 478 05 35;;muhasebe@ruzgarpak.com.tr;http://www.ruzgarpak.com.tr;ruzgarpak.com.tr;10.000 SOKAK NO.18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
S.S.TARİŞ ZEYTİN VE ZEYTİNYAĞI TAR.SAT.KOOP.BIRLIGI;İZMİR;ÇİĞLİ;Bitkisel sivi yag (yenilebilen) imalati (soya, sus;(232) 394 02 23;3940237;bilgi@tariszeytinyagi.com.tr;"http://www.ta-ze.com.tr/ ; http://www.tariszeytinyagi.com/";ta-ze.com.tr;10.006/1 SOKAK NO.17  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
S2 OTOMASYON SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger özel amaçli m;(232) 504 60 10;;muhasebe@s2otomasyon.com;http://www.s2otomasyon.com;s2otomasyon.com;10.046 SOKAK NO:8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SAİME ORAL;İZMİR;ÇİĞLİ;;(232) 328 03 45;3280348;;http://;;10.026 SOKAK NO:24  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SAR YAPI MALZEMELERİ İTH.İHR.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 71 95;3767199;info@sarelektronik.com;www.sarelektronik.com;sarelektronik.com;10001 SOKAK NO:28  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SARAÇOGLU TEKNIK HIRDAVAT SAN.VE TIC.LTD.STI.;İZMİR;ÇİĞLİ;Deri, kösele, karma deri ve diger malzemelerden ba;(232) 433 74 23;4572256;info@saracogluteknik.com.tr;;;10.041 SOKAK NO.12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SAREL YAPI MALZ.İTH.İHR.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 71 95;3767199;info@sarelektronik.com;www.sarelektronik.com;sarelektronik.com;10.001 SOKAK NO:26  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SARMEZ WORKSHOP GIDA ÜRETİM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Hazir yemek imalati (vakumla paketlenmis veya koru;;;info@sarmez.com;http://www.sarmez.com;sarmez.com;10.016 SOKAK NO:31 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SAUERESSIG BASKI ÖNCESİ HAZIRLIK SİSTEMLERİ SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Basimda kullanmak üzere baski kliseleri ya da sili;(232) 328 26 66;3282667;info@saueressig.com;http://www.saueressig.com.tr;saueressig.com.tr;10.036 SOKAK NO:8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SAVAŞ KARAGÖZLÜ / AYLA KARAGÖZLÜ / AYNUR COŞKUNOĞLU;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger imalatlar;;4646177;savaskaragozlu35@gmail.com;http://;;10.016 SOKAK NO:84  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SAVATEL ÇAĞRI HİZMETLERİ BİLİŞİM YAZILIM TELEKOMÜNİKASYON TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 486 72 72;4867884;info@savatel.com;http://www.senolcagrimerkezi.com;senolcagrimerkezi.com;10.049 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SCHNEİDER ELEKTRİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Güç transformatörleri, dagitim transformatörleri v;(216) 655 88 00;02362131078;tr-hotline@se.com;http://www.schneider-elektric.com.tr;schneider-elektric.com.tr;10.011 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEÇKİN BORA GÜNGÖR/FUNDA ECE SERDAROĞLU/NEVİN GÜNGÖR;İZMİR;ÇİĞLİ;;;;boragungor85@gmail.com;;;10.016 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEÇSAN GIDA PAZ.TUR.BİLG.İNŞ.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Hazir yemek imalati (vakumla paketlenmis veya koru;(232) 328 00 33;3280373;kemalsaldir@secsan.com.tr;www.secsan.com.tr;secsan.com.tr;10.044 SOKAK NO.15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEDEF VATKA TEKSTİL KONF.SAN.VE TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;Tekstil malzemelerinden dokuma etiket, rozet, arma;(232) 328 12 06;3282641;info@sedefvatka.com.tr;www.sedefvatka.com.tr;sedefvatka.com.tr;10.006/1 SOKAK NO. 31 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEHER KOÇYİĞİT;İZMİR;ÇİĞLİ;;(236) 214 04 67;(236) 214 04 70;r.kocyigit@turkuazbaski.com;www.turkuazbaski.com;turkuazbaski.com;10.022 SOKAK NO:5   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEHER KOÇYİĞİT;İZMİR;ÇİĞLİ;;(236) 214 04 67;(236) 214 04 70;r.kocyigit@turkuazbaski.com;http://;;10.028 SOKAK NO.11  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEKO KİMYEVİ MADDELER TURİZM SAN.VE DIŞ TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 457 05 01;4570670;muhasebe@sekokimya.com;www.sekokimya.com;sekokimya.com;10.052 SOKAK NO:8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SELTOY EMLAK İNŞAAT DEKORASYON SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 33 33;3280063;info@seltoypen.com;http://www.seltoypen.com;seltoypen.com;10.032 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SERDAR RIZA ÇELEBİOGLU;İZMİR;ÇİĞLİ;;(232) 237 17 42;2373271;serdar_celebioglu@hotmail.com;;;10.002 SOKAK NO.18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SERES FOODS GIDA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 36 69;3283645;info@seresfoods.com;www.seresfoods.com;seresfoods.com;ESKİ HAVAALANI CADDESİ NO.188 /2C ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEROTONİN TEKSTİL  SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Diger dis giyim esyalari imalati;(232) 501 24 25;;muhasebe@serotoninsorcing.com;http://;;10.000 SOKAK NO:3/2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SERVET AKGÜN;İZMİR;ÇİĞLİ;;;;srvt.akgun@gmail.com;http://;;10.041 SOKAK N0.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SERVET AKGÜN;İZMİR;ÇİĞLİ;;;;srvt.akgun@gmail.com;http://;;M.KEMAL ATATÜRK BLV.NO.64 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SERVET AKGÜN;İZMİR;ÇİĞLİ;;;;srvt.akgun@gmail.com;;;M.KEMAL ATATÜRK BUL.NO.38 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SETAG ETİKET VE BASKI TEKNOLOJİLERİ A.Ş.;İZMİR;ÇİĞLİ;;(232) 328 18 18;3283131;fatihs@setag.com.tr;http://www.setag.com.tr;setag.com.tr;10.022 SOKAK NO.7  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SETSAN ELEKTRONIK SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Diyotlarin, transistörlerin, diyaklarin, triyaklar;(232) 328 04 45;3280448;set@set.com.tr;www.set.com.tr;set.com.tr;10.001 SOKAK NO.21 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEV GROUP GIDA SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Meyve ve sebzelerden jöle, pekmez, marmelat, reçel;(232) 504 30 90;;info@luvgelato.com;http://www.luvgelato.com;luvgelato.com;10.040 SOKAK NO:19 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEVİL ÖZGENCİL;İZMİR;ÇİĞLİ;;;;;;;M.KEMAL ATATÜRK BLV. NO:8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SEYHAN/SABİRE/DİLEK/DENİZ ECE/EGE CEM/ELİF NAZ SUSUZ;İZMİR;ÇİĞLİ;;;3244872;seyhan13@icloud.com;;;10.011 SOKAK NO:12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SG TEMİZLİK YEMEK ORG.VE ÖZEL SAĞLIK HİZM.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 503 68 98;;info@sgyemek.com.tr;http://www.sgyemek.com.tr;sgyemek.com.tr;10.029 SOKAK NO.8 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SGS SÜT VE GIDA SANAYİ A.Ş.;İZMİR;ÇİĞLİ;;(232) 461 91 92;4618103;sakipaga@sakipaga.com.tr;http://www.sakipaga.com.tr;sakipaga.com.tr;M.KEMAL ATATÜRK BLV. NO.51 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SINIRLI SORUMLU ORGANIC GIDA TARIM ÜRÜNLERİ ÜRETİM VE TÜKETİM KOOPERATİFİ;İZMİR;ÇİĞLİ;;(232) 436 01 02;;muhasebe@orgidatarim.org;http://www.orgidatarim.org;orgidatarim.org;10.041 SOKAK NO.5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SİNTAŞ TEKSTİL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 608 27 98;;muhasebe@sintastekstil.com;;;10.052 SOKAK NO:6/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SİSMAK OTOMOTİV SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 328 02 55;3280262;info@sismak.com;http://www.sismak.com;sismak.com;10.007 SOKAK NO.13 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SİSTAŞ ÇELİK DÖVME SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 376 78 27;3767830;info@sistasforge.com;http://www.sistasforge.com;sistasforge.com;10.032 SOKAK NO.20 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SİSTAŞ YANGIN SÖNDÜRME VE GÜVENLİK SİSTEMLERİ MAK. İNŞ.TURİZM SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(549) 432 14 56;;info@sistasyangin.com.tr;http://www.sistasyangin.com.tr;sistasyangin.com.tr;10.022 SOKAK NO:6  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SİSTEMATİK ELEKTRİK ELEKTRONİK MAKİNA İNŞAAT SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 700 07 86;7000776;info@sistematikelk.com;http://www.sistematikelk.com;sistematikelk.com;10.035 SOKAK NO:2/1  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SİTEKA İNŞAAT TAAHHÜT DEKORASYON GIDA İTHALAT İHRACAT SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 330 50 40;;sinasikaptan@gmail.com;;;10.016  SOKAK NO.2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SMART KİMYA TİC.VE DANIŞMANLIK LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(850) 441 00 22;;info@hammaddeler.com;http://www.hammadeler.com;hammadeler.com;10.016 SOKAK NO.18  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SMO TU LOJİSTİK VE AMBALAJ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 398 09 00;3283534;smotuhg@smo-group.com;;;10.053 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SMS SAVUNMA SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 328 10 64;3281069;info@smssavunma.com.tr;www.smssavunma.com.tr;smssavunma.com.tr;10.046 SOKAK NO:2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SMYRNA GOODS SU ÜRÜNLERİ AKARYAKIT VE İLKİMLENDİRME SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Balik, kabuklular, yumusakçalar ve diger su ürünle;;;ogundemirel@smyrnagoods.com;http://www.smyrnagoods.com;smyrnagoods.com;10.025 SOKAK NO: 8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SNÇ NAKIŞ TEKSTİL KONFEKSİYON SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;;;snc.nakis@gmail.com;;;10.023 SOKAK NO:4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SOYDAN HİDROLİK PNÖMATİK OTOMASYON TEKNOLOJİLERİ A.Ş.;İZMİR;ÇİĞLİ;;(232) 502 47 74;5024776;info@soydanhidrolik.com;http://www.ertansoydan.com;ertansoydan.com;10.039 SOKAK NO:21/1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SPOT TEKSTİL SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Dis giyim esyasi imalati, dokuma, örme (trikotaj) ;(232) 376 82 14;3767606;muhasebe@spottekstil.com;http://www.spottekstil.com.tr;spottekstil.com.tr;10.002 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
